attrib_1,attrib_2,attrib_3,attrib_4,attrib_5,attrib_6,outlier
0.0305,0.0764,0.0075,0.1702,0.1024,0.8621,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.056,0.3113,0.0075,0.2192,0,0.7263,0
0.0242,0.0119,0.0105,0,0,0,0
0.0992,0.0032,0.0045,0,0,0,0
0.0259,0.0326,0.009,0.1447,0,0.7032,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0202,0.0191,0.0195,0,0,0,0
0.0437,0.0032,0.015,0,0,0,0
0.0601,0.3599,0.0165,0.1994,0,0.6516,0
0.0273,0.0207,0.021,0,0,0,0
0,0,0,0,0,0,0
0.0174,0.0462,0.018,0.0574,0.0524,0.8905,0
0.0699,0.004,0.009,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0147,0.0701,0.03,0.1403,0,0.4695,0
0.0518,0.9968,0.0045,0,0,0,0
0,0,0,0,0,0,0
0.0238,0.0159,0.0285,0,0,0,0
0.0596,0.0032,0.0015,0,0,0,0
0,0,0,0,0,0,0
0.0266,0.039,0.042,0,0,0,0
0.0245,0.1154,0.0225,0.1353,0.0453,0.6421,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.1598,0.0159,0.1019,0,0,0,0
0.0372,0.0056,0.003,0,0,0,0
0.0592,0.9841,0.0105,0.1378,0.0436,0.3389,0
0.0239,0.0111,0.0435,0,0,0,0
0.0373,0.0844,0.0195,0,0,0,0
0.0171,0.0072,0.009,0.1621,0,0.6421,0
0.0563,0.4475,0.0045,0.2411,0,0.7547,0
0.0202,0.0056,0.009,0,0,0,0
0.0251,0.0311,0.018,0.1357,0.0535,0.6747,0
0.0226,0.0366,0.039,0.1275,0,0.7768,0
0.0599,0.5382,0.0225,0.1665,0,0.5684,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.07,0.5589,0.0135,0,0,0,0
0.0244,0.0358,0.012,0,0,0,0
0,0,0,0,0,0,0
0.0233,0.0199,0.012,0.1887,0.0829,0.8926,0
0.0263,0.035,0.0735,0.1492,0,0.8379,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0211,0.0533,0.087,0.2591,0,0.6232,0
0.0269,0.0406,0.0345,0.2287,0,0.7411,0
0.0296,0.0701,0.036,0.1971,0,0.8937,0
0,0,0,0,0,0,0
0.0071,0.0064,0.2189,0,0,0,0
0,0,0,0,0,0,0
0.023,0.0717,0.0495,0.1315,0.0269,0.7842,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.1555,0.0048,0.0015,0,0,0,0
0.0439,0.1075,0.0225,0,0,0,0
0.0417,0.1688,0.0165,0.185,0,0.84,0
0.0169,0.0096,0.09,0.1178,0.0148,0.8189,0
0.0273,0.0677,0.0495,0.1951,0.0382,0.7274,0
0.022,0.0271,0.0285,0.1101,0.0426,0.7632,0
0.016,0.0064,0.0255,0,0,0,0
0.0497,0.0191,0.006,0.1822,0,0.8189,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.023,0.0478,0.033,0.1483,0.0254,0.82,0
0.0184,0.0374,0.0225,0.1832,0.0875,0.7432,0
0,0,0,0,0,0,0
0.0304,0.0661,0.045,0.1643,0.0166,0.7537,0
0.0216,0.0334,0.0855,0.1711,0.0092,0.76,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0565,0.1632,0.0315,0.1526,0,0.6758,0
0.0332,0.0932,0.0345,0,0,0,0
0.039,0.1775,0.0225,0,0,0,0
0,0,0,0,0,0,0
0.0176,0.0159,0.0165,0,0,0,0
0,0,0,0,0,0,0
0.0173,0.0096,0,0.1611,0,0.3379,0
0.0099,0.0119,0.06,0.1806,0.0737,0.4905,0
0.0986,0.0326,0.003,0.3201,0,0.5221,0
0.0202,0.0183,0.027,0.0664,0.0418,0.68,0
0.0261,0.0414,0.0195,0.2419,0,0.7116,0
0.064,0.9984,0.0045,0.1743,0.1062,0.3916,0
0,0,0,0,0,0,0
0.0144,0.0462,0.1049,0.1445,0,0.7621,0
0.0399,0.1887,0.0075,0.1559,0.0473,0.5484,0
0.0171,0.004,0.06,0,0,0,0
0.0546,0.1895,0.0225,0,0,0,0
0.0087,0.0215,0.1604,0.0979,0.0185,0.7979,0
0.0322,0.1218,0.0075,0.1206,0.0894,0.7884,0
0.0309,0.0525,0.0165,0.2305,0.046,0.7484,0
0.0108,0.0231,0.0495,0.1504,0.0543,0.6621,0
0.0123,0.0032,0.0105,0.1062,0,0.7547,0
0,0,0,0,0,0,0
0.047,0.3304,0.039,0.1568,0,0.6316,0
0.0174,0.0064,0.0105,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0187,0.0334,0.054,0.1504,0.0314,0.7853,0
0.0212,0.133,0.027,0.1628,0.0464,0.6958,0
0.0213,0.0159,0.033,0,0,0,0
0.2862,0.0032,0.0015,0,0,0,0
0,0,0,0,0,0,0
0.0163,0.0231,0.036,0.1567,0.0509,0.7337,0
0.0234,0.0756,0.066,0.1191,0.0358,0.6074,0
0.0392,0.1664,0.036,0.0881,0,0.5042,0
0.0337,0.1696,0.0225,0,0,0,0
0.0635,0.4411,0.0045,0.4156,0,0.6905,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0113,0.0175,0.1019,0.2059,0.0251,0.6,0
0.0316,0.0454,0.0255,0.208,0.0295,0.7484,0
0,0,0,0,0,0,0
0.0189,0.004,0.057,0,0,0,0
0,0,0,0,0,0,0
0.0519,0.2261,0.018,0,0,0,0
0.037,0.1505,0.006,0.1958,0,0.7432,0
0.0602,0.1019,0.018,0.2515,0.021,0.7126,0
0.0324,0.074,0.021,0.1441,0,0.7474,0
0.0394,0.0032,0.027,0,0,0,0
0.0932,0.6505,0.006,0.2695,0,0.6495,0
0.0207,0.0725,0.0195,0.0871,0,0.6863,0
0.0222,0.0183,0.015,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0292,0.0884,0.051,0.1643,0.0319,0.7642,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0827,0.4196,0.0135,0,0,0,0
0.0316,0.0772,0.0405,0,0,0,0
0.0255,0.0438,0.0135,0.1596,0,0.7232,0
0.0658,0.0072,0.0195,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0288,0.0502,0.054,0.1944,0,0.6358,0
0.0165,0.0151,0.0435,0.1211,0.0214,0.6642,0
0,0,0,0,0,0,0
0.0181,0.0215,0.078,0.1456,0.018,0.8021,0
0,0,0,0,0,0,0
0.0425,0.0231,0.006,0.2295,0.1199,0.7821,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0207,0.0844,0.033,0.1803,0.0279,0.7842,0
0.0318,0.1075,0.012,0.1289,0,0.6537,0
0.0521,0.6083,0.012,0.1947,0,0.4179,0
0.0207,0.0175,0.0225,0.1101,0.0426,0.7389,0
0.0762,0.4817,0.0165,0,0,0,0
0.0298,0.0175,0.006,0,0,0,0
0.0276,0.0772,0.042,0.1897,0.0128,0.8495,0
0,0,0,0,0,0,0
0.0367,0.1274,0.0135,0.1947,0.103,0.6832,0
0.0225,0.0239,0.0135,0.2247,0.1474,0.6547,0
0.0214,0.0494,0.0915,0.1917,0.0132,0.6537,0
0.0324,0.0215,0.012,0.2426,0.0742,0.7737,0
0,0,0,0,0,0,0
0.0356,0.0064,0.0075,0.2156,0,0.6779,0
0.0225,0.0326,0.033,0.1876,0.0682,0.6989,0
0.0327,0.0414,0.0195,0.163,0.064,0.66,0
0.0229,0.0032,0.0075,0.1803,0,0.7842,0
0,0,0,0,0,0,0
0.0263,0.0215,0.012,0.1356,0,0.7253,0
0,0,0,0,0,0,0
0.0259,0.0032,0.006,0.1548,0,0.6895,0
0.0544,0.1242,0.0195,0.1398,0.0556,0.7779,0
0,0,0,0,0,0,0
0.0293,0.0414,0.0225,0.216,0,0.7632,0
0.0309,0.0645,0.03,0.0899,0.0328,0.7821,0
0.0191,0.0398,0.0135,0.1635,0.1096,0.6358,0
0.0409,0.1943,0.0165,0.1854,0,0.7053,0
0.02,0.0279,0.0225,0,0,0,0
0.0212,0.0127,0.03,0.1954,0,0.7968,0
0.0207,0.043,0.033,0.2366,0,0.7168,0
0.0168,0.0143,0.0315,0,0,0,0
0.02,0.0104,0.0225,0.1399,0,0.9074,0
0,0,0,0,0,0,0
0.0656,0.8145,0.0225,0.1539,0.0222,0.4568,0
0.0585,0.7038,0.0135,0.2383,0,0.7568,0
0.0521,0.914,0.0075,0,0,0,0
0.041,0.0669,0.0105,0,0,0,0
0.0389,0.0717,0.0165,0.1634,0,0.7337,0
0,0,0,0,0,0,0
0.0281,0.1537,0.0405,0.1655,0.036,0.7421,0
0.0332,0.0175,0.0075,0.1208,0,0.6695,0
0.0126,0.0111,0.0645,0.2173,0.025,0.6347,0
0,0,0,0,0,0,0
0.0563,0.1903,0.0135,0.2021,0,0.7358,0
0.0239,0.0175,0.0135,0.1802,0,0.5653,0
0.0251,0.0215,0.021,0,0,0,0
0.0276,0.0589,0.045,0.1765,0.0334,0.72,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0804,0.0032,0.015,0,0,0,0
0.0578,0.2381,0.0255,0.1495,0,0.8389,0
0.0144,0.008,0.0195,0.1063,0,0.82,0
0,0,0,0,0,0,0
0.0142,0.004,0.0525,0,0,0,0
0.0252,0.0295,0.015,0.2072,0,0.8958,0
0.0628,0.4045,0.0105,0.2053,0,0.6179,0
0.0207,0.0119,0.018,0,0,0,0
0.0161,0.0175,0.0105,0.1072,0.08,0.7905,0
0.0549,0.9976,0.009,0.163,0.0502,0.4642,0
0.0326,0.0732,0.0345,0.1974,0.033,0.7011,0
0.0874,0.332,0.0135,0.1428,0.0318,0.5042,0
0.0206,0.0255,0.051,0.1823,0,0.5905,0
0.0451,0.1799,0.027,0.1865,0.036,0.7095,0
0.0444,0.4371,0.009,0.1942,0,0.7042,0
0,0,0,0,0,0,0
0.0209,0.0271,0.012,0.0848,0.0769,0.6558,0
0,0,0,0,0,0,0
0.0228,0.0573,0.0135,0.1456,0.0751,0.7558,0
0,0,0,0,0,0,0
0.0262,0.0629,0.015,0,0,0,0
0.0264,0.0096,0.006,0.196,0,0.8295,0
0.0724,0.34,0.0165,0.2599,0.0593,0.6589,0
0.0266,0.074,0.012,0.1028,0,0.6547,0
0.0239,0.008,0.0135,0,0,0,0
0,0,0,0,0,0,0
0.0292,0.0669,0.015,0.1185,0.1264,0.6105,0
0.0421,0.1863,0.015,0.1574,0.0382,0.5895,0
0.0158,0.0374,0.012,0.0632,0,0.5979,0
0.0424,0.1354,0.015,0.1941,0.0398,0.6758,0
0.0447,0.004,0.0075,0,0,0,0
0.0271,0.074,0.03,0,0,0,0
0.0354,0.0939,0.033,0.1962,0.0191,0.7547,0
0.0323,0.1123,0.009,0,0,0,0
0.0471,0.2189,0.015,0.2302,0,0.8189,0
0.1037,0.0127,0.0015,0,0,0,0
0.0202,0.035,0.045,0.1611,0.0324,0.7537,0
0.0221,0.0127,0.0165,0.108,0,0.6705,0
0.0223,0.0342,0.0195,0,0,0,0
0.0186,0.0183,0.0525,0.2846,0.028,0.5179,0
0.0352,0.1505,0.0045,0.2203,0,0.6684,0
0.0174,0.0311,0.0195,0.1097,0.1125,0.5474,0
0,0,0,0,0,0,0
0.0941,0.0032,0.003,0,0,0,0
0.0304,0.0303,0.0165,0.151,0.0506,0.7695,0
0.0313,0.0629,0.048,0.1545,0,0.6242,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0193,0.0127,0.048,0.1278,0,0.7695,0
0,0,0,0,0,0,0
0.0256,0.0581,0.0105,0.124,0.0752,0.6358,0
0.0372,0.133,0.048,0,0,0,0
0.0275,0.0215,0.021,0,0,0,0
0,0,0,0,0,0,0
0.0116,0.0032,0.042,0.2526,0,0.6263,0
0.0345,0.2389,0.024,0.1914,0,0.5021,0
0.0095,0.004,0.0495,0.0664,0.0418,0.8421,0
0.0552,0.5541,0.006,0.2665,0,0.5853,0
0.0586,0.0127,0.0135,0,0,0,0
0,0,0,0,0,0,0
0.0306,0.0438,0.0375,0.1901,0.025,0.9168,0
0.0183,0.0159,0.009,0.1482,0.112,0.6284,0
0,0,0,0,0,0,0
0.0289,0.1377,0.042,0.1263,0,0.6758,0
0.0187,0.0127,0.093,0.112,0,0.7253,0
0.0086,0.0111,0.072,0.0666,0,0.6432,0
0.0206,0.0127,0.033,0.1427,0.0378,0.6684,0
0.0265,0.0032,0.0255,0.1638,0,0.8084,0
0.012,0.0207,0.1724,0.1208,0,0.6189,0
0.0409,0.2054,0.0105,0.1508,0,0.5537,0
0.0484,0.2564,0.045,0.1094,0.0181,0.5568,0
0,0,0,0,0,0,0
0.0334,0.0502,0.0255,0.142,0.0451,0.7263,0
0.0089,0.004,0.024,0.1762,0,0.4979,0
0,0,0,0,0,0,0
0.0283,0.0056,0.0165,0,0,0,0
0.0207,0.0127,0.03,0,0,0,0
0.0392,0.0892,0.0075,0.1049,0,0.6853,0
0,0,0,0,0,0,0
0.0215,0.2094,0.0075,0,0,0,0
0.0215,0.0334,0.051,0.1927,0.0156,0.7947,0
0,0,0,0,0,0,0
0.0099,0.0032,0,0.0905,0,0.5747,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0224,0.0422,0.1124,0.0809,0,0.7547,0
0.0732,0.4841,0.006,0.2192,0.0761,0.5789,0
0.023,0.1043,0.0855,0.1078,0,0.6063,0
0.0577,0.2619,0.045,0.1629,0,0.7253,0
0.0147,0.0104,0.021,0,0,0,0
0.0219,0.0677,0.066,0.0941,0,0.8211,0
0.233,0.0032,0.0015,0,0,0,0
0,0,0,0,0,0,0
0.0219,0.0183,0.0285,0.1929,0,0.7884,0
0.088,0.414,0.0105,0.1823,0.0344,0.3779,0
0.0424,0.2866,0.021,0,0,0,0
0.0129,0.0167,0.1154,0.1111,0.0198,0.6389,0
0,0,0,0,0,0,0
0.0193,0.0032,0.024,0.1443,0,0.8516,0
0,0,0,0,0,0,0
0.0234,0.0613,0.009,0.1183,0.1307,0.6684,0
0.0219,0.0056,0.0075,0.1348,0,0.6863,0
0.0226,0.0358,0.0555,0.1443,0,0.7811,0
0.0575,0.2755,0.021,0.2764,0,0.6316,0
0.0171,0.0167,0.012,0.2155,0,0.6947,0
0.0134,0.008,0.021,0.1949,0.0423,0.6568,0
0.0423,0.1704,0.039,0,0,0,0
0.0156,0.0032,0.0375,0.1477,0,0.7589,0
0.0554,0.2389,0.027,0.2643,0,0.7768,0
0.0107,0.0032,0.042,0.0664,0.0418,0.8263,0
0,0,0,0,0,0,0
0.0273,0.0311,0.0225,0,0,0,0
0.0212,0.043,0.033,0.1411,0.0506,0.7295,0
0.0154,0.0064,0.018,0.1625,0.0734,0.7242,0
0.0296,0.0438,0.03,0,0,0,0
0.0346,0.1338,0.039,0.0843,0,0.7326,0
0.0278,0.051,0.012,0.1049,0,0.78,0
0.1105,0.0064,0.0015,0,0,0,0
0,0,0,0,0,0,0
0.0128,0.0088,0.0345,0.0964,0.0818,0.6095,0
0.0189,0.008,0.0285,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0386,0.3057,0.03,0,0,0,0
0.1015,0.4968,0.009,0.2076,0.0495,0.5632,0
0.0169,0.0032,0.012,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0324,0.0072,0.0135,0,0,0,0
0,0,0,0,0,0,0
0.019,0.0295,0.018,0.1255,0,0.7179,0
0.029,0.0613,0.033,0.2479,0,0.5958,0
0.0229,0.0151,0.0135,0,0,0,0
0.0187,0.0175,0.012,0.155,0,0.7716,0
0.0206,0.0239,0.0855,0.1423,0.0286,0.7011,0
0,0,0,0,0,0,0
0.019,0.0239,0.0675,0.1596,0,0.7863,0
0.0249,0.0135,0.024,0.1671,0.039,0.6863,0
0,0,0,0,0,0,0
0.0094,0.0088,0.0255,0,0,0,0
0.0497,0.004,0.003,0,0,0,0
0.0133,0.0247,0.051,0.1286,0,0.8,0
0.0277,0.0812,0.036,0.1596,0.03,0.7253,0
0,0,0,0,0,0,0
0.0163,0.0088,0.012,0,0,0,0
0.0338,0.1744,0.0195,0.1373,0.0374,0.5705,0
0,0,0,0,0,0,0
0.0288,0.0303,0.0135,0.1617,0,0.6874,0
0,0,0,0,0,0,0
0.0619,0.5557,0.006,0,0,0,0
0,0,0,0,0,0,0
0.0504,0.2197,0.0315,0,0,0,0
0.0441,0.2548,0.0195,0.1213,0.0389,0.6726,0
0,0,0,0,0,0,0
0.0303,0.2365,0.012,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0373,0.1998,0.015,0,0,0,0
0.0418,0.1051,0.009,0,0,0,0
0.0303,0.1027,0.0375,0.1934,0,0.8484,0
0.0495,0.9076,0.0375,0.1986,0.0202,0.5853,0
0.0568,0.6401,0.0105,0.1936,0.0785,0.5168,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0409,0.125,0.0075,0.1231,0,0.5768,0
0.019,0.008,0.0195,0,0,0,0
0.0339,0.1656,0.033,0.2097,0.0331,0.7589,0
0.0258,0.0263,0.006,0.125,0,0.6126,0
0.0286,0.0271,0.018,0.1819,0.1113,0.6863,0
0.0309,0.0462,0.012,0,0,0,0
0.0291,0.0541,0.024,0.1529,0.0753,0.7147,0
0,0,0,0,0,0,0
0.052,0.9482,0.0135,0.1164,0,0.3568,0
0.0391,0.1258,0.0075,0,0,0,0
0.0208,0.008,0.012,0,0,0,0
0,0,0,0,0,0,0
0.026,0.0263,0.027,0.2141,0,0.4295,0
0,0,0,0,0,0,0
0.0304,0.004,0.0285,0,0,0,0
0.0278,0.0955,0.048,0.1174,0.0404,0.6611,0
0.0265,0.0406,0.0075,0,0,0,0
0.0446,0.0032,0.0165,0,0,0,0
0.0193,0.0215,0.0195,0.1193,0.0499,0.7747,0
0.0166,0.0064,0.021,0,0,0,0
0.0458,0.9912,0.0315,0,0,0,0
0.0202,0.0557,0.045,0.1224,0,0.6632,0
0,0,0,0,0,0,0
0.026,0.0279,0.0345,0.1459,0.0318,0.7032,0
0.0341,0.0645,0.0255,0,0,0,0
0.2365,0.0064,0.0015,0,0,0,0
0.0324,0.297,0.021,0,0,0,0
0.023,0.0159,0.0225,0.2155,0,0.6842,0
0,0,0,0,0,0,0
0.0475,0.367,0.03,0.1544,0.0411,0.5432,0
0.037,0.1417,0.0465,0.2499,0,0.6768,0
0.0305,0.0772,0.009,0.2398,0.1296,0.7737,0
0.0251,0.0032,0.0105,0,0,0,0
0,0,0,0,0,0,0
0.0396,0.0947,0.018,0.2103,0.0307,0.7453,0
0,0,0,0,0,0,0
0.0209,0.0032,0.0285,0.2134,0,0.5137,0
0.0562,0.3591,0.0135,0,0,0,0
0.0424,0.1505,0.018,0,0,0,0
0.0115,0.0088,0.0915,0.0803,0.021,0.7853,0
0,0,0,0,0,0,0
0.1397,0.0072,0.003,0,0,0,0
0.0252,0.0318,0.063,0,0,0,0
0,0,0,0,0,0,0
0.0438,0.9331,0.0045,0.1507,0,0.4642,0
0.0145,0.008,0.0165,0,0,0,0
0.0319,0.0311,0.0285,0.2507,0,0.6495,0
0.04,0.3989,0.0285,0.1565,0,0.6263,0
0.026,0.0263,0.0105,0.1437,0,0.8,0
0,0,0,0,0,0,0
0.0481,0.0303,0.006,0.1813,0.1086,0.7516,1
0.0532,0.0311,0.0105,0.2327,0,0.6758,1
0.0792,0.0279,0.003,0,0,0,1
0.3093,0.3471,0.0015,0.6854,0.2261,0.3811,1
0.0306,0.0247,0.012,0.1993,0.0995,0.7442,1
0.0303,0.0119,0.006,0.2306,0.1911,0.8095,1
0.0258,0.0167,0.012,0.2989,0.1144,0.78,1
0.0172,0.0135,0.0075,0.2394,0.2937,0.7084,1
0.0234,0.0207,0.0075,0,0,0,1
0.0598,0.0478,0.0045,0.2654,0.1911,0.7453,1
0.0394,0.0207,0.003,0.2861,0.6125,0.7842,1
0.0281,0.0175,0.0225,0.18,0.0541,0.7947,1
0.0217,0.0111,0.0135,0.1964,0.1699,0.7526,1
0.0338,0.0311,0.0075,0.2066,0.0717,0.9663,1
0.077,0.3018,0.0105,0,0,0,1
0.0317,0.0589,0.006,0.2803,0.2613,0.8179,1
0.0244,0.0279,0.012,0.1747,0,0.9789,1
0.025,0.0366,0.0045,0.2167,0.2077,0.8832,1
0.0272,0.0318,0.0105,0.1713,0.1642,0.7726,1
0.0286,0.0271,0.0045,0.2348,0.2937,0.8095,1
0.0171,0.0127,0.0075,0.3049,0.2771,0.7526,1
0.0466,0.0199,0.0105,0.2136,0.0779,0.8284,1
0.043,0.0318,0.0045,0.2255,0.2077,0.8189,1
0.0829,0.043,0.0075,0,0,0,1
0.0234,0.0565,0.0075,0.2216,0.151,0.7968,1
0.0291,0.0183,0.006,0.2093,0,0.8811,1
0,0,0,0,0,0,0
0.025,0.0159,0.018,0.2073,0.0432,0.7463,0
0,0,0,0,0,0,0
0.0284,0.2006,0.021,0.1068,0,0.7958,0
0,0,0,0,0,0,0
0.0252,0.0263,0.009,0.1448,0,0.8189,0
0.0393,0.0677,0.0075,0,0,0,0
0.0415,0.1338,0.015,0.2043,0,0.6326,0
0.0198,0.0303,0.048,0.1995,0.0173,0.7147,0
0.0149,0.0096,0.0195,0,0,0,0
0,0,0,0,0,0,0
0.0427,0.1982,0.015,0.2301,0,0.8589,0
0.0104,0.004,0.0225,0,0,0,0
0.0428,0.5191,0.018,0,0,0,0
0.0323,0.0462,0.0255,0.1518,0.0246,0.7632,0
0.049,0.6831,0.051,0,0,0,0
0.0311,0.0255,0.0285,0.1662,0.0212,0.7095,0
0.03,0.2006,0.027,0.2296,0,0.7084,0
0.0103,0.0104,0.1484,0.1194,0.0135,0.6884,0
0.0102,0.0048,0,0.0654,0,0.4558,0
0.0477,0.1982,0.0075,0,0,0,0
0.026,0.0494,0.021,0.1947,0,0.6716,0
0.025,0.004,0.027,0.1894,0,0.9368,0
0.038,0.1481,0.0375,0.1506,0.0227,0.7632,0
0.0438,0.2022,0.0045,0,0,0,0
0.0277,0.0279,0.009,0,0,0,0
0.0172,0.0255,0.0075,0.1272,0,0.6221,0
0.0391,0.0048,0.0045,0,0,0,0
0,0,0,0,0,0,0
0.0387,0.1385,0.009,0,0,0,0
0.0263,0.0032,0.03,0.121,0,0.6695,0
0.025,0.0119,0.03,0.229,0.0319,0.74,0
0.0141,0.0279,0.2789,0.0756,0,0.6189,0
0.0148,0.004,0.0795,0.1067,0,0.7,0
0.0178,0.0056,0.036,0.0885,0,0.5168,0
0.0291,0.1282,0.0135,0,0,0,0
0,0,0,0,0,0,0
0.0367,0.0032,0.0105,0.1741,0.0664,0.5568,0
0.0507,0.1568,0.021,0.1823,0.0259,0.7295,0
0.0464,0.6178,0.0225,0.1349,0.0466,0.6053,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0231,0.0342,0.0585,0.1921,0,0.6295,0
0.0166,0.008,0.039,0,0,0,0
0.0372,0.1576,0.0435,0.3075,0,0.6758,0
0.0226,0.0064,0.0255,0.1302,0,0.6568,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0219,0.0446,0.036,0.0938,0.062,0.7253,0
0,0,0,0,0,0,0
0.0393,0.0462,0.0165,0.2106,0.0313,0.7105,0
0.0127,0.0064,0.0765,0.1719,0,0.6105,0
0.0396,0.2643,0.0315,0.1542,0,0.7442,0
0.0153,0.0096,0.0135,0.1167,0.1047,0.6263,0
0,0,0,0,0,0,0
0.0264,0.004,0.027,0,0,0,0
0.022,0.0215,0.033,0.1731,0,0.6979,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0262,0.0215,0.0105,0,0,0,0
0.0331,0.0525,0.024,0.1522,0.0415,0.6916,0
0.0269,0.0215,0.0225,0.1993,0,0.7095,0
0.0453,0.1369,0.054,0.1125,0.033,0.5158,0
0.0159,0.0207,0.0405,0.1988,0.0246,0.7453,0
0,0,0,0,0,0,0
0.0217,0.0947,0.015,0.1153,0.0499,0.7779,0
0.0191,0.0064,0.0075,0.2845,0,0.6442,0
0.0097,0.0104,0,0.1426,0,0.4484,0
0.0214,0.0287,0.0345,0.1802,0.0173,0.7253,0
0.0334,0.0215,0.0135,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0352,0.1624,0.0075,0.1321,0,0.58,0
0.0322,0.1178,0.024,0.2242,0.0384,0.7011,0
0.0276,0.0756,0.012,0.112,0.1198,0.6274,0
0.0545,0.2476,0.021,0.1768,0,0.5916,0
0.042,0.0366,0.0315,0.1934,0.0343,0.6684,0
0.0156,0.0032,0.0345,0.1806,0,0.5842,0
0.0248,0.0271,0.024,0.0942,0,0.6632,0
0.0719,0.9944,0.0045,0.1612,0,0.5411,0
0.0304,0.133,0.0165,0,0,0,0
0.0489,0.0756,0.0135,0.225,0,0.7253,0
0.0093,0.0088,0.048,0.1309,0.0319,0.7084,0
0.0201,0.039,0.0135,0,0,0,0
0.0112,0.0127,0.1409,0,0,0,0
0,0,0,0,0,0,0
0.0095,0.0104,0.0645,0.1399,0.1212,0.5621,0
0,0,0,0,0,0,0
0.0552,0.5255,0.015,0.1884,0.0372,0.6337,0
0.044,0.5955,0.039,0.246,0.0343,0.5853,0
0.0478,0.1935,0.0165,0.2132,0,0.7095,0
0.0093,0.0064,0.0225,0.0675,0.0695,0.7726,0
0.0484,0.0597,0.0135,0.1174,0.0578,0.6884,0
0,0,0,0,0,0,0
0.0219,0.0119,0.009,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0144,0.0151,0.0795,0.2597,0,0.4158,0
0.0225,0.0486,0.0495,0.152,0.0289,0.6189,0
0.0205,0.0032,0.006,0,0,0,0
0,0,0,0,0,0,0
0.0204,0.0613,0.0285,0.0893,0.0688,0.7221,0
0.0289,0.074,0.0555,0.162,0,0.7326,0
0.0597,0.2548,0.0165,0.1099,0,0.5453,0
0.0326,0.0525,0.03,0.1115,0.0648,0.6642,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0183,0.0151,0.0555,0.1512,0.03,0.7347,0
0.0429,0.5167,0.0225,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0189,0.0096,0.009,0,0,0,0
0.0286,0.0581,0.006,0.1635,0.1079,0.7926,0
0.0158,0.0223,0.0615,0.0855,0.0287,0.7284,0
0.0182,0.0175,0.0105,0.176,0,0.6674,0
0.0342,0.1712,0.06,0.1122,0,0.5832,0
0,0,0,0,0,0,0
0.0426,0.2046,0.018,0,0,0,0
0.0131,0.0191,0.063,0.13,0,0.3547,0
0.0171,0.0056,0.036,0.1934,0.0343,0.7147,0
0.0187,0.004,0.0705,0,0,0,0
0,0,0,0,0,0,0
0.0245,0.1823,0.006,0.1479,0.1575,0.6253,0
0,0,0,0,0,0,0
0.122,0.9912,0.006,0.2633,0,0.4547,0
0.0208,0.0143,0.018,0.1721,0.0816,0.6337,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0102,0.0104,0.099,0.189,0,0.4895,0
0,0,0,0,0,0,0
0.0176,0.0032,0.03,0,0,0,0
0,0,0,0,0,0,0
0.0452,0.2078,0.0315,0.1606,0.0272,0.7221,0
0.0695,0.0056,0.003,0,0,0,0
0.0488,0.4395,0.006,0,0,0,0
0.0586,0.4721,0.006,0.2072,0.1405,0.6611,0
0,0,0,0,0,0,0
0.0187,0.0056,0.009,0,0,0,0
0.0191,0.0032,0.0075,0,0,0,0
0.0251,0.078,0.1379,0.132,0.0234,0.4863,0
