Dim_1,Dim_2,Dim_3,outlier
0.004386,0.004239,0.006056,0
0,0.00264,0.006038,0
0,0.007923,0.006701,0
0.024123,0.004211,0.006001,0
0.006579,0.003561,0.006148,0
0.028509,0.002983,0.006111,0
0.003289,0.008107,0.006056,0
0.003289,0.007285,0.006056,0
0.004386,0.004486,0.006056,0
0.001096,0.005559,0.006075,0
0,0.003102,0.00613,0
0,0.003541,0.006001,0
0.005482,0.006241,0.006075,0
0.012061,0.004745,0.006111,0
0.001096,0.003274,0.007382,0
0.020833,0.003441,0.006075,0
0.027412,0.005108,0.005246,0
0.009868,0.004753,0.006111,0
0.023026,0.002895,0.006075,0
0.010965,0.004681,0.006075,0
0.039474,0.005559,0.006093,0
0.032895,0.003306,0.006167,0
0.050439,0.004566,0.006038,0
0.025219,0.008661,0.006111,0
0.010965,0.005116,0.006038,0
0.015351,0.003238,0.005173,0
0.009868,0.007309,0.006148,0
0,0.004291,0.006148,0
0.003289,0.00384,0.006075,0
0.016447,0.009032,0.006111,0
0.005482,0.002947,0.006038,0
0.005482,0.002739,0.005191,0
0.005482,0.002444,0.006056,0
0.035088,0.002568,0.006111,0
0.005482,0.009319,0.006038,0
0.001096,0.005076,0.006148,0
0.007675,0.004853,0.006111,0
0.005482,0.004271,0.006111,0
0.048246,0.004717,0.006019,0
0.016447,0.002863,0.00613,0
0.004386,0.003381,0.006148,0
0.004386,0.003609,0.006093,0
0.004386,0.012461,0.005209,0
0.006579,0.003992,0.006019,0
0,0.004522,0.006038,0
0.006579,0.007281,0.00613,0
0.005482,0.006213,0.006038,0
0.004386,0.006791,0.006148,0
0.002193,0.008653,0.006204,0
0.001096,0.010336,0.006167,0
0.001096,0.006017,0.006185,0
0,0.014024,0.006111,0
0,0.008972,0.006056,0
0.001096,0.005523,0.006167,0
0,0.011983,0.006167,0
0,0.0025,0.006167,0
0.001096,0.004131,0.006111,0
0.001096,0.004079,0.006075,0
0,0.004299,0.006167,0
0.001096,0.004267,0.006056,0
0.001096,0.005032,0.006075,0
0,0.002915,0.006111,0
0.023026,0.003274,0.00613,0
0.001096,0.003401,0.006185,0
0.001096,0.003912,0.00613,0
0.010965,0.004821,0.006737,0
0.005482,0.002628,0.006148,0
0.005482,0.00766,0.006148,0
0.005482,0.003166,0.006056,0
0.012061,0.00463,0.005173,0
0.001096,0.004035,0.006167,0
0,0.007429,0.006075,0
0.013158,0.006209,0.006075,0
0,0.006899,0.006185,0
0.001096,0.004669,0.006093,0
0.002193,0.002995,0.006756,0
0.004386,0.002524,0.00613,0
0.001096,0.004295,0.006111,0
0.001096,0.004857,0.006185,0
0.001096,0.006619,0.006737,0
0,0.005343,0.006075,0
0.001096,0.003138,0.006056,0
0.001096,0.00331,0.006111,0
0.003289,0.003908,0.006038,0
0.001096,0.003661,0.006148,0
0.002193,0.003007,0.006075,0
0.016447,0.005308,0.006075,0
0.002193,0.007317,0.006111,0
0.002193,0.00451,0.006093,0
0.001096,0.003756,0.005872,0
0,0.003405,0.00613,0
0.001096,0.003932,0.00613,0
0.001096,0.006316,0.006737,0
0.001096,0.005527,0.006075,0
0.001096,0.003541,0.006148,0
0.001096,0.002444,0.00624,0
0,0.002564,0.006075,0
0.001096,0.00593,0.006111,0
0,0.004522,0.006056,0
0.001096,0.007309,0.006167,0
0.003289,0.005726,0.006222,0
0.001096,0.004004,0.006167,0
0.002193,0.007174,0.00613,0
0.002193,0.003138,0.006148,0
0.017544,0.005168,0.006111,0
0.013158,0.003708,0.006167,0
0.002193,0.010946,0.006075,0
0,0.005064,0.006737,0
0.002193,0.006348,0.006167,0
0.017544,0.004729,0.006167,0
0.001096,0.009243,0.006056,0
0,0.002632,0.006093,0
0.002193,0.003338,0.00613,0
0.001096,0.008526,0.00613,0
0.001096,0.005547,0.006185,0
0,0.003397,0.006111,0
0.002193,0.002233,0.006038,0
0.007675,0.004622,0.00613,0
0.006579,0.003645,0.006111,0
0.002193,0.002604,0.006185,0
0.004386,0.007114,0.00613,0
0.010965,0.00768,0.006111,0
0.015351,0.006516,0.006093,0
0.003289,0.009343,0.006093,0
0.005482,0.008262,0.006756,0
0.012061,0.004398,0.006185,0
0.005482,0.003549,0.00613,0
0.003289,0.003689,0.006222,0
0.008772,0.003932,0.006811,0
0.003289,0.002504,0.006148,0
0.008772,0.003888,0.006111,0
0.060307,0.004693,0.006111,0
0.003289,0.00441,0.006167,0
0.004386,0.004466,0.006185,0
0.006579,0.01227,0.006111,0
0.009868,0.00516,0.006075,0
0.003289,0.005451,0.00613,0
0,0.005499,0.006075,0
0.001096,0.003657,0.006148,0
0.016447,0.007006,0.00613,0
0.012061,0.003441,0.00613,0
0,0.002097,0.005228,0
0,0.007553,0.006222,0
0,0.004466,0.006056,0
0.012061,0.003102,0.006111,0
0.005482,0.003206,0.006075,0
0.005482,0.003724,0.006167,0
0.019737,0.006193,0.00613,0
0.033991,0.002783,0.00613,0
0.004386,0.004486,0.006111,0
0.001096,0.005559,0.00613,0
0.030702,0.00504,0.00613,0
0.005482,0.004263,0.006056,0
0.042763,0.007828,0.006075,0
0.005482,0.003354,0.00613,0
0.030702,0.00461,0.006093,0
0.027412,0.003493,0.006756,0
0.001096,0.002991,0.006167,0
0.006579,0.01042,0.006167,0
0.003289,0.003142,0.006167,0
0.006579,0.004949,0.006111,0
0.035088,0.005559,0.006148,0
0.041667,0.005499,0.005835,0
0.054825,0.012254,0.006167,0
0.009868,0.005989,0.006148,0
0.070175,0.00372,0.006167,0
0.097588,0.003944,0.00624,0
0,0.003605,0.006148,0
0.010965,0.003298,0.006111,0
0.038377,0.006811,0.005799,0
0.020833,0.004155,0.00613,0
0.031798,0.006428,0.00613,0
0.008772,0.003545,0.006682,0
0.04386,0.005164,0.006111,0
0.030702,0.00453,0.006111,0
0,0.004231,0.00613,0
0,0.012884,0.006222,0
0.004386,0.003322,0.006148,0
0.004386,0.003884,0.006111,0
0,0.00335,0.00613,0
0,0.002787,0.006093,0
0.007675,0.008988,0.006774,0
0.005482,0.004634,0.006682,0
0.019737,0.007592,0.006148,0
0,0.002911,0.006038,0
0.001096,0.009794,0.006167,0
0.002193,0.003712,0.006111,0
0.001096,0.00319,0.006056,0
0.014254,0.006201,0.006038,0
0,0.003118,0.006111,0
0,0.006946,0.00613,0
0,0.003342,0.006019,0
0,0.004303,0.006001,0
0,0.00569,0.006019,0
0.002193,0.005224,0.006001,0
0,0.00333,0.006111,0
0.001096,0.003346,0.006719,0
0,0.003852,0.006093,0
0.02193,0.005527,0.005191,0
0.017544,0.003433,0.00613,0
0.012061,0.005339,0.006075,0
0.016447,0.003122,0.005154,0
0,0.002684,0.006111,0
0.016447,0.004067,0.006111,0
0.016447,0.005846,0.006185,0
0.006579,0.006448,0.006075,0
0,0.003469,0.006038,0
0,0.005172,0.006075,0
0.001096,0.002855,0.006111,0
0,0.002249,0.005964,0
0,0.004913,0.00613,0
0.005482,0.003401,0.006038,0
0.005482,0.004223,0.006019,0
0,0.005874,0.006056,0
0.010965,0.006855,0.006075,0
0.005482,0.005347,0.006111,0
0.001096,0.005754,0.006111,0
0.005482,0.003689,0.006056,0
0,0.000419,0.007437,0
0,0.000419,0.007418,0
0,0.00055,0.008265,0
0.005482,0.007074,0.006019,0
0,0.000558,0.008394,0
0,0.000407,0.007382,0
0,0.000431,0.007529,0
0,0.000403,0.007345,0
0,0.000423,0.007455,0
0,0.005762,0.006093,0
0.007675,0.004498,0.006075,0
0,0.000407,0.007382,0
0,0.000423,0.007492,0
0,0.000403,0.007363,0
0,0.000435,0.007529,0
0,0.004765,0.006056,0
0,0.005535,0.006111,0
0.005482,0.011548,0.006701,0
0,0.007373,0.006075,0
0.001096,0.005232,0.006185,0
0,0.006683,0.006056,0
0.016447,0.006536,0.006019,0
0,0.004111,0.006056,0
0.005482,0.004853,0.006056,0
0,0.004103,0.006056,0
0.016447,0.005694,0.006111,0
0,0.008701,0.006148,0
0,0.003086,0.006056,0
0.010965,0.003441,0.006093,0
0.005482,0.008593,0.006056,0
0,0.003186,0.006185,0
0.001096,0.010966,0.006075,0
0.005482,0.004095,0.006056,0
0,0.002704,0.006038,0
0.010965,0.00376,0.006111,0
0.010965,0.008406,0.006075,0
0,0.002724,0.006019,0
0,0.005084,0.006056,0
0,0.005507,0.006185,0
0,0.002337,0.006111,0
0,0.005491,0.006056,0
0,0.006097,0.006701,0
0,0.002903,0.006148,0
0,0.003888,0.006019,0
0,0.005136,0.005209,0
0,0.002488,0.006038,0
0.010965,0.005431,0.006075,0
0,0.003641,0.006093,0
0.001096,0.004877,0.006056,0
0.001096,0.004901,0.006038,0
0,0.007744,0.006185,0
0,0.00443,0.006185,0
0,0.004283,0.006075,0
0.005482,0.002871,0.006056,0
0,0.004737,0.006038,0
0,0.012122,0.006038,0
0.005482,0.004123,0.006075,0
0,0.003055,0.006038,0
0.001096,0.006113,0.006001,0
0,0.011512,0.006701,0
0,0.005052,0.005964,0
0,0.005483,0.006038,0
0,0.005319,0.006056,0
0.001096,0.004004,0.006038,0
0.002193,0.005192,0.006038,0
0,0.003549,0.006001,0
0.005482,0.004713,0.006056,0
0.013158,0.005886,0.006148,0
0.001096,0.003226,0.006075,0
0,0.002775,0.005154,0
0,0.004442,0.006038,0
0,0.009108,0.006682,0
0,0.009028,0.006075,0
0,0.002496,0.006056,0
0.001096,0.011006,0.005983,0
0.016447,0.011991,0.006056,0
0.006579,0.006261,0.006075,0
0,0.002345,0.006038,0
0,0.002512,0.006056,0
0,0.006213,0.005983,0
0,0.004701,0.006038,0
0,0.003043,0.006038,0
0.001096,0.007357,0.006093,0
0,0.003876,0.006038,0
0.02193,0.009048,0.006056,0
0,0.003198,0.005154,0
0.001096,0.003537,0.005964,0
0,0.004913,0.006075,0
0.001096,0.002704,0.006075,0
0.001096,0.004343,0.006038,0
0.001096,0.003106,0.006093,0
0.001096,0.005818,0.006056,0
0,0.009068,0.006019,0
0.005482,0.006946,0.006167,0
0,0.002672,0.006111,0
0.003289,0.00459,0.006019,0
0.001096,0.01093,0.006038,0
0,0.002325,0.006038,0
0,0.00581,0.006001,0
0,0.004701,0.006038,0
0.005482,0.024723,0.006038,0
0.001096,0.002512,0.005209,0
0,0.002428,0.006075,0
0.005482,0.003661,0.006038,0
0.016447,0.00435,0.006038,0
0,0.006867,0.006148,0
0.001096,0.005327,0.006001,0
0.027412,0.003433,0.005964,0
0.003289,0.0077,0.006056,0
0.016447,0.004494,0.006001,0
0.001096,0.004167,0.006019,0
0.005482,0.005615,0.006148,0
0,0.006663,0.006019,0
0.010965,0.005359,0.006111,0
0,0.008334,0.006111,0
0,0.023312,0.006019,0
0.001096,0.002927,0.006093,0
0.016447,0.004087,0.00613,0
0,0.005367,0.006056,0
0.001096,0.006013,0.006056,0
0,0.009267,0.006075,0
0.001096,0.003094,0.006075,0
0,0.003334,0.006038,0
0,0.003549,0.006111,0
0.044956,0.008035,0.006608,0
0.005482,0.003561,0.006038,0
0.016447,0.002799,0.006075,0
0,0.003294,0.006038,0
0.010965,0.005766,0.006038,0
0,0.003509,0.006056,0
0,0.004781,0.006056,0
0.012061,0.002983,0.006038,0
0,0.004853,0.005154,0
0,0.008737,0.006111,0
0,0.003417,0.006093,0
0.032895,0.005846,0.006038,0
0.006579,0.003326,0.006056,0
0,0.006879,0.006038,0
0.005482,0.003182,0.006148,0
0,0.00591,0.006056,0
0,0.008669,0.005983,0
0.001096,0.005599,0.006001,0
0.016447,0.014244,0.006056,0
0,0.002819,0.006148,0
0,0.003378,0.006075,0
0.005482,0.003401,0.006075,0
0.001096,0.004394,0.006075,0
0,0.003194,0.006019,0
0,0.007297,0.006737,0
0.038377,0.005531,0.006111,0
0.013158,0.003816,0.006038,0
0,0.005953,0.006111,0
0,0.004374,0.006056,0
0.001096,0.002297,0.006038,0
0.02193,0.011173,0.006111,0
0,0.003146,0.006111,0
0.001096,0.007608,0.006075,0
0.001096,0.004414,0.005136,0
0,0.004059,0.006737,0
0,0.004155,0.006038,0
0.001096,0.007612,0.006093,0
0.005482,0.003314,0.006075,0
0,0.00587,0.006056,0
0.02193,0.002401,0.006038,0
0,0.002405,0.006075,0
0,0.003517,0.006111,0
0.010965,0.002815,0.006148,0
0,0.002935,0.006093,0
0,0.003366,0.006664,0
0,0.0038,0.005983,0
0,0.004741,0.006019,0
0,0.004055,0.006111,0
0,0.002548,0.005743,0
0,0.004422,0.006075,0
0,0.003405,0.006038,0
0.001096,0.003892,0.006038,0
0,0.003744,0.006056,0
0.019737,0.004482,0.006148,0
0.017544,0.004331,0.006664,0
0.001096,0.011022,0.006756,0
0,0.010771,0.005173,0
0,0.003756,0.006093,0
0,0.003242,0.006093,0
0,0.005371,0.006148,0
0.001096,0.008079,0.006075,0
0.016447,0.008629,0.006093,0
0.02193,0.007182,0.006111,0
0.005482,0.005846,0.006111,0
0,0.002971,0.006093,0
0.016447,0.002692,0.006056,0
0.016447,0.003677,0.006111,0
0.016447,0.006918,0.005117,0
0.010965,0.003681,0.006038,0
0,0.005654,0.006093,0
0,0.003114,0.006111,0
0,0.009168,0.006075,0
0,0.004243,0.006111,0
0,0.010958,0.006038,0
0,0.007907,0.006645,0
0,0.002883,0.006093,0
0.001096,0.005128,0.006019,0
0.016447,0.006667,0.006111,0
0.005482,0.004147,0.005136,0
0.003289,0.003685,0.006148,0
0.005482,0.002261,0.00613,0
0.001096,0.005379,0.006056,0
0.006579,0.003581,0.006056,0
0,0.007525,0.006038,0
0.016447,0.016644,0.006038,0
0.010965,0.002496,0.006001,0
0,0.002835,0.006038,0
0.002193,0.004047,0.006019,0
0.001096,0.003425,0.006056,0
0.02193,0.005112,0.006056,0
0,0.003808,0.006019,0
0.005482,0.003178,0.006038,0
0,0.006237,0.006075,0
0,0.007058,0.006148,0
0,0.002696,0.006111,0
0,0.006101,0.006111,0
0,0.003808,0.006019,0
0,0.00518,0.006111,0
0.005482,0.004207,0.006019,0
0,0.00851,0.006019,0
0,0.002724,0.006075,0
0,0.004973,0.006056,0
0,0.002544,0.005964,0
0,0.003138,0.006001,0
0,0.009483,0.006075,0
0.016447,0.00311,0.006075,0
0,0.004494,0.006056,0
0.016447,0.004362,0.006056,0
0.001096,0.005292,0.006093,0
0.001096,0.002807,0.006075,0
0.032895,0.002911,0.006075,0
0,0.004406,0.006056,0
0,0.002672,0.006038,0
0.002193,0.006105,0.006111,0
0,0.014288,0.006682,0
0.02193,0.009211,0.006038,0
0.005482,0.008984,0.006019,0
0,0.008218,0.006056,0
0,0.004833,0.006075,0
0.001096,0.003449,0.006111,0
0,0.003258,0.006038,0
0,0.004805,0.006056,0
0.20943,0.005252,0.006038,0
0,0.008952,0.005191,0
0,0.005044,0.006038,0
0.001096,0.004131,0.006056,0
0.001096,0.003122,0.006075,0
0,0.003405,0.00613,0
0.010965,0.003784,0.006185,0
0,0.006177,0.006111,0
0.001096,0.00512,0.006075,0
0,0.011835,0.006148,0
0,0.006452,0.005154,0
0.005482,0.004223,0.006111,0
0,0.00656,0.006056,0
0.010965,0.00319,0.006093,0
0,0.002983,0.006148,0
0,0.009746,0.006056,0
0,0.007238,0.006093,0
0,0.004693,0.00613,0
0,0.003577,0.006075,0
0.016447,0.004051,0.005154,0
0.005482,0.009622,0.005209,0
0,0.002963,0.006148,0
0,0.006388,0.006111,0
0.005482,0.003533,0.006019,0
0.001096,0.007652,0.006019,0
0.001096,0.00333,0.006111,0
0,0.002684,0.005173,0
0.001096,0.007592,0.006093,0
0.001096,0.003473,0.006075,0
0,0.005826,0.006038,0
0,0.003058,0.006148,0
0.016447,0.005842,0.006148,0
0,0.004067,0.006111,0
0.005482,0.007529,0.006075,0
0,0.006811,0.005173,0
0.038377,0.003322,0.006111,0
0.010965,0.002787,0.006111,0
0.001096,0.004929,0.005209,0
0.005482,0.003605,0.006075,0
0.016447,0.006859,0.006075,0
0.001096,0.00516,0.005136,0
0.005482,0.005311,0.005209,0
0,0.002564,0.006111,0
0.005482,0.002624,0.006019,0
0.013158,0.003748,0.006093,0
0,0.003366,0.006093,0
0.001096,0.004745,0.006038,0
0.028509,0.004187,0.006111,0
0.001096,0.003868,0.006645,0
0.001096,0.015376,0.005117,0
0.001096,0.004861,0.006093,0
0,0.003844,0.006001,0
0,0.004961,0.006148,0
0,0.006966,0.006111,0
0.001096,0.01546,0.006627,0
0,0.004733,0.006093,0
0.009868,0.004255,0.006093,0
0.002193,0.011373,0.006075,0
0,0.00333,0.006075,0
0,0.006639,0.006829,0
0.005482,0.002859,0.005983,0
0,0.003202,0.006075,0
0.002193,0.010898,0.006019,0
0.001096,0.004203,0.006038,0
0,0.003441,0.005191,0
0.001096,0.009028,0.006075,0
0,0.007983,0.00613,0
0.001096,0.003876,0.006719,0
0.016447,0.003561,0.006075,0
0.005482,0.002951,0.006075,0
0.001096,0.004709,0.006075,0
0.005482,0.003569,0.006111,0
0.001096,0.003776,0.006056,0
0.001096,0.003222,0.006075,0
0.001096,0.002692,0.006019,0
0.001096,0.002983,0.006038,0
0,0.004335,0.006001,0
0,0.004315,0.006093,0
0.001096,0.009072,0.006038,0
0.001096,0.00758,0.006148,0
0.016447,0.002444,0.006056,0
0,0.002899,0.006019,0
0,0.006057,0.005209,0
0.001096,0.003597,0.006075,0
0.005482,0.004562,0.006093,0
0,0.0052,0.006038,0
0,0.002839,0.006093,0
0.001096,0.002899,0.006001,0
0.001096,0.013191,0.006038,0
0.039474,0.007477,0.005927,0
0.003289,0.003513,0.006019,0
0.010965,0.003078,0.00613,0
0.001096,0.004099,0.006001,0
0.012061,0.004634,0.006111,0
0.003289,0.00315,0.006056,0
0,0.005387,0.006019,0
0.005482,0.025856,0.006038,0
0.001096,0.004606,0.006111,0
0.001096,0.023304,0.005983,0
0.001096,0.004079,0.006093,0
0.001096,0.003517,0.006075,0
0.001096,0.002668,0.006093,0
0,0.005056,0.006075,0
0,0.008561,0.006185,0
0,0.002991,0.006111,0
0.017544,0.008689,0.006829,0
0,0.002887,0.006038,0
0,0.013618,0.006093,0
0,0.003489,0.006167,0
0.02193,0.01036,0.006756,0
0,0.004339,0.006019,0
0.001096,0.009654,0.006093,0
0,0.003772,0.005173,0
0,0.002791,0.005209,0
0,0.00459,0.006148,0
0.001096,0.007365,0.006019,0
0,0.00323,0.00613,0
0.001096,0.003294,0.006038,0
0.001096,0.003537,0.006093,0
0.001096,0.004175,0.006038,0
0.005482,0.003238,0.006148,0
0,0.002971,0.006075,0
0.001096,0.003322,0.00613,0
0,0.002393,0.006056,0
0,0.011668,0.006075,0
0,0.00453,0.006167,0
0,0.005419,0.005209,0
0.006579,0.006528,0.006075,0
0.001096,0.003417,0.006148,0
0.001096,0.004538,0.006719,0
0,0.00715,0.006075,0
0.001096,0.003932,0.00613,0
0,0.007596,0.006019,0
0.001096,0.004159,0.006056,0
0,0.005292,0.006038,0
0.001096,0.003756,0.006038,0
0.001096,0.002608,0.006038,0
0,0.004646,0.005154,0
0,0.006823,0.006075,0
0,0.005878,0.006682,0
0,0.002377,0.006093,0
0,0.003597,0.006111,0
0.001096,0.006496,0.00613,0
0.001096,0.009355,0.006075,0
0.002193,0.009283,0.00613,0
0,0.004386,0.005762,0
0,0.013418,0.00613,0
0,0.003872,0.006075,0
0.001096,0.002951,0.006038,0
0,0.003836,0.006093,0
0.016447,0.003354,0.006038,0
0.001096,0.005371,0.006111,0
0.010965,0.003565,0.005209,0
0.033991,0.002456,0.00613,0
0.001096,0.005961,0.006075,0
0.001096,0.005144,0.006075,0
0,0.003748,0.00613,0
0.001096,0.006556,0.006056,0
0,0.013996,0.006075,0
0.006579,0.0038,0.006148,0
0.001096,0.007441,0.006608,0
0.005482,0.011241,0.006001,0
0.004386,0.00575,0.006038,0
0.005482,0.006017,0.006737,0
0,0.002883,0.006038,0
0,0.002181,0.006148,0
0.001096,0.008087,0.006111,0
0.016447,0.003206,0.006682,0
0.014254,0.008083,0.006075,0
0.002193,0.00378,0.006056,0
0.024123,0.005499,0.006093,0
0.005482,0.004781,0.006167,0
0.002193,0.002524,0.006093,0
0.001096,0.003577,0.006038,0
0.001096,0.003429,0.006075,0
0.001096,0.002859,0.006019,0
0.001096,0.002911,0.006075,0
0,0.010117,0.006075,0
0.001096,0.005758,0.006075,0
0.016447,0.006994,0.005173,0
0,0.006049,0.006093,0
0.002193,0.013331,0.006038,0
0,0.006201,0.006075,0
0,0.002413,0.006111,0
0,0.005519,0.006111,0
0.002193,0.005116,0.006056,0
0,0.015316,0.006056,0
0.002193,0.003645,0.006148,0
0.001096,0.007238,0.006093,0
0.024123,0.002879,0.006056,0
0,0.002975,0.00613,0
0.001096,0.007353,0.006719,0
0.002193,0.04752,0.025955,0
0.003289,0.005989,0.006056,0
0.001096,0.006675,0.006075,0
0.002193,0.002879,0.006038,0
0,0.004335,0.006038,0
0,0.047632,0.025955,0
0.001096,0.004442,0.007382,0
0.003289,0.006727,0.006019,0
0,0.011552,0.005596,0
0.015351,0.017151,0.006608,0
0.001096,0.035458,0.005983,0
0.02193,0.046587,0.026636,0
0.001096,0.009251,0.006056,0
0.005482,0.0053,0.006148,0
0.005482,0.004143,0.006829,0
0,0.006643,0.005983,0
0,0.007995,0.008118,0
0.001096,0.002759,0.006019,0
0.004386,0.005132,0.007474,0
0,0.027499,0.006608,0
0.002193,0.020588,0.005964,0
0,0.004171,0.006038,0
0.004386,0.004969,0.007382,0
0.002193,0.010595,0.006038,0
0.001096,0.005638,0.006019,0
0.001096,0.004877,0.00613,0
0,0.003577,0.006093,0
0.002193,0.008115,0.006075,0
0.006579,0.006213,0.007455,0
0.002193,0.003039,0.006093,0
0.001096,0.004562,0.006774,0
0,0.00461,0.00613,0
0,0.002349,0.006038,0
0.001096,0.00258,0.005983,0
0,0.002879,0.006001,0
0,0.010452,0.006148,0
0.005482,0.002943,0.006056,0
0.001096,0.002588,0.006001,0
0,0.016218,0.005614,0
0,0.008163,0.006019,0
0,0.004119,0.005983,0
0.001096,0.006193,0.006038,0
0,0.055177,0.006038,0
0.001096,0.005591,0.006038,0
0.003289,0.006081,0.005983,0
0.001096,0.008179,0.006038,0
0.001096,0.079329,0.006001,0
0.003289,0.008242,0.006829,0
0.001096,0.006623,0.006038,0
0.001096,0.003039,0.006093,0
0.001096,0.003597,0.006719,0
0.001096,0.005148,0.006001,0
0,0.006292,0.006075,0
0.004386,0.004737,0.006001,0
0,0.010272,0.006075,0
0.001096,0.006344,0.006019,0
0.002193,0.005335,0.006682,0
0,0.003238,0.006093,0
0.005482,0.004542,0.006056,0
0.002193,0.003784,0.006001,0
0.010965,0.089773,0.025955,0
0.002193,0.007198,0.006075,0
0.002193,0.007844,0.006737,0
0.001096,0.007736,0.006001,0
0.002193,0.002911,0.006093,0
0.001096,0.004741,0.006038,0
0.001096,0.007349,0.006038,0
0.001096,0.004235,0.006056,0
0.002193,0.046125,0.025955,0
0,0.118859,0.006056,0
0.001096,0.004442,0.006056,0
0.007675,0.002313,0.00613,0
0.005482,0.049064,0.025955,0
0.005482,0.002357,0.006185,0
0.001096,0.004757,0.006056,0
0,0.004043,0.006019,0
0.001096,0.004131,0.006719,0
0.005482,0.003178,0.006019,0
0,0.003681,0.006093,0
0.001096,0.003756,0.006737,0
0.002193,0.006253,0.007363,0
0.010965,0.00321,0.006075,0
0.001096,0.020492,0.006019,0
0,0.004067,0.006056,0
0.002193,0.00514,0.006001,0
0.005482,0.003501,0.006093,0
0.002193,0.00902,0.006185,0
0.003289,0.004191,0.006038,0
0.001096,0.003413,0.006056,0
0.005482,0.004331,0.006075,0
0,0.00246,0.006038,0
0,0.003948,0.006056,0
0.001096,0.00461,0.006038,0
0.001096,0.004845,0.006038,0
0.002193,0.00317,0.006001,0
0.002193,0.00652,0.006075,0
0,0.006711,0.006756,0
0,0.004243,0.006093,0
0.004386,0.007234,0.006056,0
0.004386,0.00699,0.006056,0
0,0.005016,0.006093,0
0,0.005068,0.006093,0
0,0.005236,0.006056,0
0.003289,0.002684,0.006038,0
0.001096,0.0026,0.006038,0
0,0.004099,0.006019,0
0.001096,0.005985,0.006038,0
0.001096,0.048928,0.025955,0
0,0.00388,0.006185,0
0,0.003968,0.006075,0
0.001096,0.004067,0.00613,0
0.001096,0.004845,0.007474,0
0.002193,0.006233,0.006701,0
0,0.052429,0.025955,0
0.016447,0.003019,0.006111,0
0,0.006388,0.006019,0
0,0.003625,0.006038,0
0,0.002931,0.006019,0
0.003289,0.04829,0.025919,0
0.002193,0.00508,0.006719,0
0.010965,0.003812,0.006056,0
0.001096,0.004913,0.006019,0
0.004386,0.003194,0.006038,0
0.008772,0.048302,0.026618,0
0.001096,0.006922,0.006038,0
0.001096,0.00398,0.006056,0
0.001096,0.004239,0.005983,0
0.002193,0.005658,0.006093,0
0.002193,0.005052,0.006038,0
0.005482,0.007046,0.006737,0
0.005482,0.002341,0.006001,0
0.005482,0.047321,0.025919,0
0,0.005527,0.00613,0
0,0.00313,0.006056,0
0,0.005224,0.006185,0
0.001096,0.007576,0.006719,0
0.003289,0.004634,0.005983,0
0.002193,0.004335,0.006056,0
0.004386,0.007672,0.006885,0
0.004386,0.00463,0.006111,0
0.007675,0.002975,0.006645,0
0.005482,0.0077,0.007492,0
0.007675,0.005459,0.006075,0
0.003289,0.004689,0.006148,0
0.003289,0.009024,0.006056,0
0.002193,0.007764,0.006737,0
0.004386,0.004654,0.006719,0
0.012061,0.003122,0.00694,0
0.001096,0.007214,0.00624,0
0.001096,0.047596,0.026452,0
0.010965,0.008027,0.006222,0
0,0.003505,0.00694,0
0.002193,0.003043,0.006921,0
0.005482,0.005288,0.006222,0
0.005482,0.004789,0.006314,0
0,0.047708,0.026452,0
0.006579,0.004147,0.006204,0
0.001096,0.005798,0.006296,0
0.001096,0.006599,0.006296,0
0.006579,0.046511,0.026452,0
0.017544,0.017011,0.00613,0
0,0.003098,0.006204,0
0.001096,0.024289,0.006148,0
0.001096,0.016246,0.00624,0
0.002193,0.0053,0.006148,0
0.005482,0.005052,0.00624,0
0,0.004741,0.007584,0
0.010965,0.004837,0.006296,0
0,0.006197,0.006204,0
0.010965,0.007848,0.007603,0
0,0.006871,0.006351,0
0.005482,0.003118,0.006296,0
0.001096,0.027518,0.006848,0
0.001096,0.002875,0.006259,0
0.001096,0.004757,0.006332,0
0,0.005407,0.00624,0
0,0.00528,0.006204,0
0,0.00319,0.00624,0
0.001096,0.010655,0.007566,0
0.001096,0.004175,0.006204,0
0.001096,0.00242,0.006222,0
0.001096,0.00392,0.006222,0
0.003289,0.004673,0.006204,0
0.003289,0.010599,0.006204,0
0.005482,0.005957,0.007603,0
0,0.003605,0.006296,0
0,0.008107,0.006185,0
0.001096,0.006073,0.006977,0
0,0.004506,0.006185,0
0,0.004414,0.006259,0
0.001096,0.003557,0.006921,0
0.005482,0.003003,0.006204,0
0,0.005953,0.006185,0
0,0.006332,0.007584,0
0.001096,0.055169,0.006148,0
0,0.002512,0.006222,0
0.001096,0.005527,0.006277,0
0.010965,0.00518,0.006185,0
0,0.008047,0.006185,0
0.005482,0.003214,0.006259,0
0.002193,0.008657,0.00624,0
0.001096,0.003505,0.00624,0
0,0.013662,0.006259,0
0.003289,0.008091,0.006296,0
0,0.008549,0.006921,0
0.001096,0.007238,0.006222,0
0,0.006627,0.006204,0
0.001096,0.008111,0.006148,0
0,0.005714,0.006204,0
0.001096,0.016903,0.006222,0
0,0.005459,0.007547,0
0,0.005311,0.006185,0
0,0.002604,0.00624,0
0.001096,0.010966,0.006185,0
0.001096,0.005048,0.007547,0
0.002193,0.006978,0.00624,0
0.004386,0.004905,0.007032,0
0,0.018841,0.006148,0
0.001096,0.005351,0.006903,0
0,0.003964,0.006167,0
0.001096,0.006153,0.006958,0
0.002193,0.089849,0.026452,0
0.019737,0.007202,0.00624,0
