'att1','att2','att3','att4','att5','att6','att7','att8','att9','att10',outlier
0.03362391,0.246376812,0.026592863,0.009098815,0.224683544,0.535181237,8.18E-04,0.030566495,0.046741534,0.062285892,0
0.01494396,0.735507246,0.036698012,0.0582894,0.225738397,0.625799574,2.64E-04,0.042381097,0.074318172,0.189349112,0
0.01494396,0.737318841,0.036788299,0.058432791,0.241561181,0.65565032,3.19E-04,0.044986368,0.077700212,0.180006229,0
0.01618929,0.740942029,0.039816371,0.054523988,0.199367089,0.565031983,2.83E-04,0.041654044,0.073559381,0.17907194,0
0.01120797,0.153985507,0.005924187,0.016002071,0.391350211,0.908315565,2.91E-04,0.010814905,0.016888523,0.04609156,0
0.01494396,0.739130435,0.036878585,0.058576183,0.226793249,0.554371002,2.48E-04,0.042835504,0.066947058,0.198069137,0
0.01369863,0.554347826,0.025537205,0.047628181,0.251054852,0.755863539,2.85E-04,0.032141775,0.061462082,0.137963251,0
0.02988792,0.740942029,0.071138861,0.0305274,0.232067511,0.648187633,2.60E-04,0.084368373,0.148831462,0.379009654,0
0.01120797,0.059782609,0.002312725,0.006318518,0.394514768,0.63326226,4.08E-04,0.004180551,0.004682825,0.014637185,0
0.04607721,0.740942029,0.108156349,0.020078474,0.213080169,0.57782516,2.83E-04,0.119660709,0.203702901,0.513858611,0
0.01494396,0.27173913,0.013584654,0.021616669,0.26371308,0.707889126,3.21E-04,0.017752196,0.030741881,0.071005917,0
0.01369863,0.117753623,0.005451919,0.010229184,0.369198312,0.765458422,4.10E-04,0.009421387,0.013246325,0.032388664,0
0.00996264,0.210144928,0.007264595,0.024195846,0.387130802,0.943496802,2.99E-04,0.013147531,0.021462949,0.055123015,0
0.01494396,0.206521739,0.010334338,0.016460177,0.276371308,0.674840085,3.27E-04,0.013995759,0.022373499,0.055434444,0
0.01369863,0.184782609,0.008535552,0.015970413,0.317510549,0.70575693,3.13E-04,0.012996062,0.019251615,0.052943008,0
0.059775841,0.141304348,0.026835942,0.002988866,0.033755274,0.124733475,0.001283811,0.009603151,0.014893986,0.013391467,1
0.00996264,0.057971014,0.002014085,0.006815731,0.342827004,0.831556503,2.50E-04,0.003180854,0.005268178,0.015260044,0
0.0124533,0.112318841,0.004764352,0.010651908,0.29535865,0.70575693,3.57E-04,0.006755529,0.010731475,0.025537216,0
0.00871731,0.023550725,7.29E-04,0.003245852,0.491561181,0.961620469,4.48E-04,0.001544986,0.002189654,0.005294301,0
0.0124533,0.141304348,0.005986693,0.01336144,0.305907173,0.830490405,2.42E-04,0.008785217,0.015696137,0.041731548,0
0.01120797,0.134057971,0.005160224,0.013953627,0.396624473,0.902985075,2.58E-04,0.009512269,0.014633829,0.043600125,0
0.00996264,0.192028986,0.006639534,0.022126918,0.349156118,0.848614072,2.46E-04,0.010966374,0.017755713,0.051385861,0
0.00622665,0.204710145,0.004701846,0.035369176,0.238396624,0.723880597,1.53E-04,0.005543775,0.010839873,0.033322952,0
0.00498132,0.06884058,0.001305682,0.014512293,0.308016878,0.710021322,2.20E-04,0.001817631,0.002926766,0.009654313,0
0.00747198,0.204710145,0.00549359,0.030315107,0.212025316,0.723880597,1.55E-04,0.005907301,0.012660972,0.035191529,0
0.00622665,0.161231884,0.003701749,0.027920289,0.259493671,0.754797441,1.11E-04,0.004665253,0.008867016,0.032077235,0
0.00622665,0.048913043,0.001118164,0.008677953,0.372362869,0.791044776,1.70E-04,0.001847925,0.002775008,0.011211461,0
0.00747198,0,0,2.53E-04,1,1,0.001211143,0,0,0,1
0.00871731,0.081521739,0.002507188,0.010694739,0.225738397,0.878464819,1.72E-04,0.00275674,0.006915839,0.016194332,0
0.00871731,0.028985507,8.96E-04,0.003944185,0.426160338,0.812366738,2.79E-04,0.001666162,0.002276373,0.007785737,0
0.00747198,0.048913043,0.001312628,0.007435851,0.300632911,0.989339019,2.28E-04,0.001787337,0.004054113,0.009342884,0
0.00747198,0.315217391,0.008459156,0.046542506,0.300632911,0.990405117,1.76E-04,0.012299303,0.026167454,0.068514481,0
0.02117061,0.302536232,0.020953426,0.017367079,0.142405063,0.712153518,2.70E-04,0.016873675,0.047695443,0.074743071,0
0.01369863,0.10326087,0.004785187,0.008987082,0.306962025,0.789978678,5.75E-04,0.007028173,0.01196722,0.018997197,0
0.02615193,0.126811594,0.010799661,0.005996354,0.458860759,0.823027719,0.001842955,0.022811269,0.028075272,0.02304578,0
0.01743462,0.244565217,0.014119428,0.016871728,0.198312236,0.731343284,3.65E-04,0.014601636,0.032931535,0.053877297,0
0.00996264,0.135869565,0.004701846,0.015711564,0.316455696,0.800639659,2.56E-04,0.007088761,0.011902181,0.032700093,0
0.00747198,0.326086957,0.008750851,0.04813843,0.278481013,0.742004264,1.31E-04,0.011905483,0.020682478,0.0750545,0
0.00871731,0.125,0.003840651,0.016281404,0.33649789,0.905117271,1.41E-04,0.006089064,0.010904913,0.037682965,0
0.01618929,0.391304348,0.021050658,0.0288514,0.227848101,0.607675906,2.26E-04,0.024416843,0.041451676,0.118966054,0
0.00747198,0.126811594,0.003403109,0.018875479,0.360759494,0.955223881,1.76E-04,0.005725538,0.010167801,0.032388664,0
0.02739726,0.155797101,0.013848569,0.007031749,0.246835443,0.649253731,2.75E-04,0.017116025,0.028942462,0.0750545,0
0.00996264,0.166666667,0.005764449,0.019229301,0.238396624,0.836886994,1.33E-04,0.00684641,0.015219182,0.043288695,0
0.01120797,0.192028986,0.007382662,0.019912736,0.233122363,0.720682303,1.64E-04,0.008633747,0.016975242,0.049828714,0
0.00871731,0.110507246,0.003396164,0.014419182,0.321729958,0.965884861,1.59E-04,0.005149955,0.01025452,0.030520087,0
0.00996264,0.150362319,0.005201895,0.017367079,0.374472574,0.869936034,3.53E-04,0.009118449,0.014243594,0.03456867,0
0.00871731,0.239130435,0.007340991,0.0309464,0.232067511,0.813432836,1.57E-04,0.008542866,0.018883059,0.050140143,0
0.00622665,0.179347826,0.004118456,0.031024613,0.30907173,0.781449893,1.37E-04,0.00605877,0.010189481,0.037994394,0
0.00622665,0.09057971,0.002076591,0.015815849,0.255274262,0.760127932,9.69E-05,0.00251439,0.004986342,0.018685768,0
0.00622665,0.076086957,0.001743225,0.013333507,0.300632911,0.966950959,1.35E-04,0.002423508,0.005268178,0.015882903,0
0.00622665,0.050724638,0.001159835,0.008987082,0.296413502,0.785714286,1.07E-04,0.001544986,0.002861727,0.01152289,0
0.01120797,0.061594203,0.002382176,0.00650474,0.300632911,0.695095949,1.76E-04,0.003362617,0.005268178,0.019308627,0
0.00871731,0.070652174,0.002173822,0.009298073,0.452531646,0.987206823,3.25E-04,0.004453196,0.006699042,0.018062909,0
0.00871731,0.077898551,0.002396066,0.010229184,0.382911392,0.945628998,2.14E-04,0.004210845,0.007089277,0.021800062,0
0.01369863,0.143115942,0.006618699,0.012402396,0.286919831,0.651385928,2.93E-04,0.009209331,0.013853358,0.039240112,0
0.01369863,0.15942029,0.007368772,0.013799063,0.397679325,0.871002132,5.05E-04,0.013662527,0.020205524,0.04048583,0
0.01618929,0.755434783,0.040594224,0.055587317,0.220464135,0.593816631,2.34E-04,0.045986065,0.078437324,0.2198692,0
0.01369863,0.231884058,0.010702429,0.020005847,0.264767932,0.691897655,3.05E-04,0.013995759,0.023695963,0.05792588,0
0.01494396,0.137681159,0.006903449,0.011016903,0.259493671,0.680170576,2.83E-04,0.00881551,0.015045744,0.038305824,0
0.00996264,0.213768116,0.007389607,0.024609259,0.390295359,0.962686567,2.70E-04,0.013480763,0.02224342,0.059794457,0
0.01494396,0.208333333,0.010424625,0.016603568,0.253164557,0.68336887,3.01E-04,0.013147531,0.022828773,0.054811585,0
0.01369863,0.186594203,0.008618894,0.01612684,0.298523207,0.742004264,2.95E-04,0.012450772,0.020357282,0.052631579,0
0.04732254,0.125,0.018911561,0.003329652,0.040084388,0.20575693,0.001211143,0.007209936,0.014959025,0.010588602,1
0.0124533,0.057971014,0.002472463,0.005573629,0.256329114,0.673773987,1.98E-04,0.003029385,0.005311538,0.016505761,0
0.01120797,0.230072464,0.008841137,0.023823402,0.319620253,0.734541578,2.52E-04,0.013571645,0.020682478,0.062597322,0
0.00747198,0.023550725,6.32E-04,0.003711408,0.462025316,0.934968017,3.09E-04,0.001242048,0.001842778,0.00560573,0
0.01369863,0.150362319,0.006952065,0.013022516,0.294303797,0.778251599,2.73E-04,0.009906089,0.01714868,0.043911554,0
0.00996264,0.192028986,0.006639534,0.022126918,0.3407173,0.851812367,1.90E-04,0.010724023,0.017820752,0.05761445,0
0.00498132,0.206521739,0.003944828,0.042818063,0.385021097,0.914712154,2.08E-04,0.007058467,0.011316828,0.036437247,0
0.00498132,0.06884058,0.001305682,0.014512293,0.377637131,0.858208955,1.35E-04,0.002211451,0.003512119,0.014637185,0
0.00373599,0.204710145,0.003118359,0.053060282,0.359704641,0.976545842,1.68E-04,0.005210542,0.009517409,0.030208658,0
0.00249066,0.161231884,0.001826566,0.055853614,0.484177215,0.900852878,2.70E-04,0.003968494,0.00515978,0.018062909,0
0.00996264,0.309782609,0.010702429,0.035575883,0.317510549,0.785714286,2.89E-04,0.016328385,0.026666089,0.069760199,0
0.00871731,0.028985507,8.96E-04,0.003944185,0.503164557,0.843283582,3.79E-04,0.0019691,0.002363092,0.007474307,0
0.00996264,0.079710145,0.002764158,0.009298073,0.239451477,0.770788913,2.36E-04,0.003211148,0.006742401,0.015882903,0
0.00747198,0.047101449,0.001264012,0.007169553,0.308016878,1,1.96E-04,0.001757043,0.003945714,0.009965743,0
0.02615193,0.126811594,0.010799661,0.005996354,0.492616034,0.832622601,0.002069035,0.024325962,0.028400468,0.022111492,0
0.00871731,0.342391304,0.010507966,0.044214729,0.289029536,0.60554371,2.46E-04,0.014783399,0.020595759,0.06913734,0
0.01120797,0.135869565,0.005229675,0.014139849,0.445147679,0.785714286,4.10E-04,0.010693729,0.013007848,0.036748676,0
0.00871731,0.125,0.003840651,0.016281404,0.433544304,0.985074627,2.64E-04,0.00763405,0.011815462,0.03456867,0
0.00996264,0.126811594,0.004389316,0.014678031,0.356540084,0.752665245,2.91E-04,0.007331112,0.010492997,0.031454376,0
0.01120797,0.137681159,0.005299126,0.014326071,0.439873418,0.898720682,3.31E-04,0.010724023,0.014959025,0.042354407,0
0.00871731,0.166666667,0.005118553,0.021635291,0.286919831,0.824093817,2.00E-04,0.007088761,0.013311365,0.037371535,0
0.00996264,0.192028986,0.006639534,0.022126918,0.321729958,0.86673774,2.30E-04,0.010209028,0.018124268,0.049828714,0
0.0124533,0.050724638,0.002166877,0.004895781,0.375527426,0.749466951,4.24E-04,0.003726144,0.0051381,0.012768608,0
0.00996264,0.110507246,0.003826761,0.01281581,0.312236287,0.860341151,2.48E-04,0.00566495,0.010362919,0.026782934,0
0.00871731,0.233695652,0.007174309,0.030248067,0.324894515,0.867803838,2.44E-04,0.011117843,0.019598491,0.052320149,0
0.00622665,0.179347826,0.004118456,0.031024613,0.351265823,0.81663113,1.45E-04,0.006785822,0.010623076,0.041420118,0
0.00622665,0.088768116,0.00203492,0.015504858,0.363924051,0.694029851,2.79E-04,0.003392911,0.004487708,0.015260044,0
0.00622665,0.077898551,0.001784896,0.013642636,0.416666667,0.798507463,2.24E-04,0.003362617,0.004487708,0.01712862,0
0.00498132,0.050724638,9.58E-04,0.01078785,0.512658228,0.882729211,2.75E-04,0.002150863,0.002644929,0.009965743,0
0.0124533,0.061594203,0.002625255,0.005912554,0.315400844,0.628997868,2.52E-04,0.003877613,0.005289858,0.018374338,0
0.00996264,0.070652174,0.002451627,0.008262678,0.478902954,0.961620469,4.20E-04,0.005301424,0.007371114,0.018062909,0
0.00996264,0.074275362,0.002576639,0.008677953,0.343881857,0.830490405,3.33E-04,0.004119964,0.006742401,0.016505761,0
0.01494396,0.148550725,0.007445168,0.01187725,0.338607595,0.603411514,5.05E-04,0.011996365,0.01454711,0.035502959,0
0.01618929,0.422101449,0.022703596,0.031112137,0.349156118,0.609808102,6.46E-04,0.037837019,0.044877076,0.092805979,0
0.01494396,0.739130435,0.036878585,0.058576183,0.274261603,0.575692964,4.10E-04,0.049984853,0.069223431,0.170040486,0
0.03113325,0.744565217,0.074347506,0.029495729,0.282700422,0.641791045,4.04E-04,0.103514087,0.154164679,0.355341015,0
0.01494396,0.273550725,0.013674941,0.02176006,0.274261603,0.695095949,3.63E-04,0.018479249,0.030416685,0.068203052,0
0.01494396,0.264492754,0.013223508,0.021044967,0.32278481,0.68336887,5.25E-04,0.020508937,0.028964142,0.058860168,0
0.00996264,0.014492754,5.14E-04,0.001849186,0.609704641,0.78891258,8.28E-04,0.001332929,0.001257425,0.002802865,0
0.01120797,0.222826087,0.008563333,0.023078513,0.444092827,0.801705757,4.91E-04,0.017570433,0.021723106,0.052943008,0
0.01494396,0.217391304,0.010876057,0.017320524,0.341772152,0.669509595,5.49E-04,0.017691609,0.023392447,0.049205855,0
0.01120797,0.161231884,0.006201992,0.016746959,0.473628692,0.859275053,5.89E-04,0.01345047,0.016780124,0.035502959,0
0.01494396,0.739130435,0.036878585,0.058576183,0.237341772,0.544776119,3.33E-04,0.044471372,0.06594979,0.172843351,0
0.01369863,0.230072464,0.010619088,0.019851283,0.302742616,0.719616205,3.86E-04,0.015540745,0.024389715,0.055434444,0
0.01369863,0.740942029,0.034121373,0.063613492,0.296413502,0.638592751,3.41E-04,0.049348682,0.070394138,0.189037683,0
0.01369863,0.255434783,0.011785868,0.022022633,0.300632911,0.743070362,4.12E-04,0.017206907,0.027880154,0.058548739,0
0.01369863,0.740942029,0.034121373,0.063613492,0.286919831,0.686567164,2.97E-04,0.048106634,0.075163682,0.200560573,0
0.01494396,0.525362319,0.026224772,0.041672796,0.245780591,0.602345416,3.39E-04,0.032505301,0.051250921,0.125194643,0
0.01494396,0.5,0.02496076,0.039667184,0.254219409,0.611940299,3.21E-04,0.031717661,0.049538221,0.126440361,0
0.01369863,0.119565217,0.00553526,0.010383748,0.370253165,0.684434968,5.41E-04,0.009603151,0.012118978,0.027094363,0
0.01120797,0.213768116,0.008216077,0.022147402,0.356540084,0.797441365,3.53E-04,0.01384429,0.020747518,0.052320149,0
0.02864259,0.210144928,0.01945328,0.009065295,0.311181435,0.71108742,3.79E-04,0.029324447,0.044248363,0.104951728,0
0.00249066,0.018115942,1.81E-04,0.006815731,0.329113924,0.644989339,4.04E-04,1.51E-04,3.25E-04,9.34E-04,1
0.0373599,0.126811594,0.015237593,0.004251452,0.112869198,0.249466951,0.001875252,0.010390791,0.013961757,0.010277172,1
0.01120797,0.057971014,0.002243274,0.006132296,0.290084388,0.724946695,2.73E-04,0.003059679,0.00515978,0.014014326,0
0.00996264,0.19384058,0.00670204,0.022333624,0.418776371,0.859275053,3.13E-04,0.012996062,0.018145948,0.052943008,0
0.00871731,0.329710145,0.010119039,0.042585285,0.248945148,0.641791045,2.18E-04,0.012541654,0.020920956,0.062597322,0
0.00498132,0.06884058,0.001305682,0.014512293,0.464135021,0.863539446,2.95E-04,0.002696153,0.003533799,0.01183432,0
0.01618929,0.208333333,0.011230258,0.015417333,0.229957806,0.625799574,2.26E-04,0.013086943,0.022698695,0.064154469,0
0.00622665,0.161231884,0.003701749,0.027920289,0.360759494,0.791044776,2.42E-04,0.006240533,0.009257252,0.029897228,0
0.0124533,0.608695652,0.025696943,0.057037987,0.129746835,0.613006397,2.42E-04,0.019478946,0.051034124,0.091871691,0
0.00747198,0.027173913,7.29E-04,0.004244003,0.434599156,0.876332623,4.54E-04,0.001363223,0.001994537,0.004671442,0
0.00249066,0.548913043,0.006285333,0.188685886,0.530590717,0.665245203,0.008310456,0.015116631,0.013419763,0.003425724,1
0.02615193,0.123188406,0.010494076,0.005826892,0.489451477,0.837953092,0.001935809,0.023538322,0.027750076,0.022734351,0
0.00871731,0.132246377,0.004062895,0.017212515,0.426160338,0.879530917,2.99E-04,0.007967283,0.011230109,0.033634382,0
0.00747198,0.34057971,0.009139777,0.050266949,0.302742616,0.684434968,1.80E-04,0.013389882,0.020053766,0.073497353,0
0.00871731,0.123188406,0.00378509,0.016048626,0.382911392,0.982942431,2.34E-04,0.006725235,0.011620344,0.032700093,0
0.00871731,0.125,0.003840651,0.016281404,0.35443038,0.830490405,2.44E-04,0.006361709,0.010059403,0.030208658,0
0.00996264,0.163043478,0.005639437,0.018815888,0.283755274,0.901918977,1.92E-04,0.007755226,0.015977973,0.041731548,0
0.00996264,0.137681159,0.004764352,0.015920133,0.457805907,0.968017058,3.29E-04,0.009996971,0.014417032,0.039551542,0
0.00996264,0.190217391,0.006577028,0.021920211,0.271097046,0.777185501,1.96E-04,0.008724629,0.016216451,0.04640299,0
0.00871731,0.110507246,0.003396164,0.014419182,0.328059072,0.920042644,2.26E-04,0.005240836,0.009799246,0.026160075,0
0.01494396,0.052536232,0.002659981,0.004284972,0.320675105,0.625799574,4.50E-04,0.003998788,0.005333218,0.013080037,0
0.00871731,0.237318841,0.007285431,0.030713622,0.273206751,0.864605544,2.04E-04,0.009724326,0.019836968,0.050451573,0
0.00622665,0.18115942,0.004160127,0.031333742,0.378691983,0.867803838,1.88E-04,0.007331112,0.011360187,0.039862971,0
0.00622665,0.088768116,0.00203492,0.015504858,0.290084388,0.666311301,2.02E-04,0.00275674,0.00431427,0.014948614,0
0.00622665,0.081521739,0.001868237,0.014264618,0.27742616,0.73347548,2.26E-04,0.002423508,0.004335949,0.012457178,0
0.00622665,0.050724638,0.001159835,0.008987082,0.320675105,0.663113006,1.78E-04,0.001666162,0.002428132,0.009965743,0
0.01120797,0.061594203,0.002382176,0.00650474,0.388185654,0.814498934,2.48E-04,0.004241139,0.006113689,0.020242915,0
0.00996264,0.065217391,0.002264109,0.007642558,0.490506329,0.929637527,3.67E-04,0.004998485,0.006590643,0.018685768,0
0.00996264,0.076086957,0.002639145,0.00888466,0.35443038,0.878464819,3.49E-04,0.004332021,0.007284395,0.016817191,0
0.01369863,0.150362319,0.006952065,0.013022516,0.398734177,0.68336887,5.09E-04,0.01290518,0.015219182,0.037994394,0
0.03985056,0.288043478,0.036621616,0.009015015,0.176160338,0.348614072,0.001077917,0.034747046,0.044378442,0.056368732,0
0.01369863,0.900362319,0.041455419,0.077269164,0.268987342,0.615138593,2.91E-04,0.055316571,0.082621515,0.233883525,0
0.01494396,0.10326087,0.005188004,0.008296198,0.299578059,0.57249467,4.44E-04,0.007452287,0.009647487,0.024291498,0
0.00996264,0.061594203,0.002139097,0.007229145,0.567510549,0.850746269,5.81E-04,0.005422599,0.005723453,0.014637185,0
0.01369863,0.317028986,0.014619477,0.02730017,0.26371308,0.57249467,3.25E-04,0.019085126,0.027273121,0.075677359,0
0.189290162,0.798913043,0.469622047,0.005366923,0.065400844,0.163113006,0.001063787,0.232717358,0.3150284,0.381812519,1
0.00249066,0.467391304,0.005347742,0.160758148,0.378691983,0.446695096,0.002480824,0.009451681,0.007956467,0.007162878,1
0.01120797,0.038043478,0.00147931,0.004083852,0.463080169,0.92750533,5.49E-04,0.003059679,0.00429259,0.008720025,0
0.01369863,0.222826087,0.010285722,0.019229301,0.261603376,0.860341151,1.94E-04,0.013329294,0.027880154,0.070694488,0
0.00996264,0.02173913,7.64E-04,0.002676013,0.540084388,0.853944563,5.81E-04,0.001787337,0.002037896,0.004982871,0
0.00996264,0.019927536,7.01E-04,0.002469306,0.599156118,0.940298507,7.65E-04,0.001817631,0.002059576,0.004048583,0
0.0124533,0.065217391,0.002778048,0.006251478,0.33649789,0.892324094,2.04E-04,0.004362314,0.007783029,0.02304578,0
0.00996264,0.02173913,7.64E-04,0.002676013,0.504219409,0.87206823,4.56E-04,0.001666162,0.002081256,0.00560573,0
0.01369863,0.219202899,0.010119039,0.018920172,0.219409283,0.873134328,2.62E-04,0.0113299,0.027815115,0.051385861,0
0.00996264,0.007246377,2.64E-04,0.00102236,0.437763713,0.526652452,0.001917642,4.24E-04,3.90E-04,3.11E-04,0
0.0124533,0.067028986,0.002854444,0.00642094,0.291139241,0.842217484,1.94E-04,0.003938201,0.007566232,0.021488633,0
0.00871731,0.02173913,6.74E-04,0.003013075,0.564345992,0.826226013,7.45E-04,0.001635868,0.00173438,0.003737154,0
0.01369863,0.898550725,0.041372078,0.077114599,0.238396624,0.734541578,2.56E-04,0.049984853,0.096930148,0.227343507,0
0.01494396,0.900362319,0.044914089,0.071324952,0.241561181,0.667377399,2.58E-04,0.054922751,0.096388154,0.24852071,0
0.01120797,0.096014493,0.003701749,0.010042961,0.343881857,0.597014925,4.32E-04,0.005967889,0.007132637,0.019931486,0
0.01369863,0.065217391,0.003035017,0.005728194,0.377637131,0.731343284,5.79E-04,0.005301424,0.007045918,0.014325755,0
0.01369863,0.898550725,0.041372078,0.077114599,0.228902954,0.567164179,2.91E-04,0.048409573,0.076681264,0.204609156,0
0.01369863,0.088768116,0.004118456,0.007746842,0.30907173,0.602345416,3.47E-04,0.00605877,0.007999827,0.02335721,0
0.01120797,0.108695652,0.004187907,0.011346517,0.458860759,0.823027719,4.30E-04,0.008785217,0.010883233,0.029274369,0
0.01369863,0.903985507,0.041622102,0.077580155,0.223628692,0.568230277,2.93E-04,0.047773402,0.077201578,0.200872002,0
0.01369863,0.898550725,0.041372078,0.077114599,0.258438819,0.715351812,2.52E-04,0.05349894,0.094675454,0.245406415,0
0.01369863,0.043478261,0.00203492,0.003865972,0.282700422,0.619402985,3.21E-04,0.002696153,0.004032433,0.011211461,0
0.00996264,0.19384058,0.00670204,0.022333624,0.341772152,0.802771855,2.73E-04,0.010845198,0.017018601,0.047960137,0
0.00622665,0.331521739,0.007618796,0.057095716,0.285864979,0.735607676,2.00E-04,0.010602848,0.017842432,0.055434444,0
0.00498132,0.06884058,0.001305682,0.014512293,0.291139241,0.727078891,2.14E-04,0.001726749,0.002991805,0.009342884,0
0.00498132,0.208333333,0.003979554,0.043190507,0.341772152,0.769722814,2.38E-04,0.006392002,0.009712527,0.030831517,0
0.00373599,0.15942029,0.002423847,0.041421397,0.303797468,0.910447761,1.29E-04,0.003453499,0.006915839,0.022734351,0
0.00747198,0.081521739,0.002187713,0.012223623,0.259493671,0.993603412,2.38E-04,0.002696153,0.006785761,0.013391467,0
0.00871731,0.047101449,0.00145153,0.006271963,0.175105485,0.842217484,2.50E-04,0.001211754,0.003837315,0.006228589,0
0.00747198,0.309782609,0.008313308,0.045743613,0.255274262,0.964818763,2.16E-04,0.010511966,0.025083467,0.052943008,0
0.00747198,0.028985507,7.78E-04,0.004510301,0.379746835,0.79424307,3.19E-04,0.001272342,0.001929497,0.00560573,0
0.02615193,0.126811594,0.010799661,0.005996354,0.510548523,0.867803838,0.002147759,0.02517419,0.029506135,0.022111492,0
0.00871731,0.134057971,0.004118456,0.017445293,0.3407173,0.850746269,2.12E-04,0.006604059,0.011034991,0.033945811,0
0.00622665,0.34057971,0.00782715,0.058646947,0.286919831,0.818763326,1.25E-04,0.010905786,0.020248883,0.070383058,0
0.00871731,0.125,0.003840651,0.016281404,0.259493671,0.908315565,1.53E-04,0.004847016,0.010948272,0.029274369,0
0.00871731,0.125,0.003840651,0.016281404,0.29535865,0.8891258,1.33E-04,0.005422599,0.010731475,0.03456867,0
0.00996264,0.135869565,0.004701846,0.015711564,0.405063291,0.952025586,2.77E-04,0.00881551,0.014005116,0.038928683,0
0.00871731,0.166666667,0.005118553,0.021635291,0.220464135,0.932835821,1.11E-04,0.00566495,0.014959025,0.038617253,0
0.00871731,0.19384058,0.005951968,0.025126957,0.254219409,0.890191898,1.39E-04,0.007452287,0.016650046,0.04640299,0
0.00747198,0.112318841,0.003014182,0.016746959,0.296413502,0.969083156,2.00E-04,0.004241139,0.009127173,0.022734351,0
0.0124533,0.059782609,0.002548859,0.005743092,0.329113924,0.618336887,3.59E-04,0.003907907,0.005051381,0.014948614,0
0.00871731,0.221014493,0.006785382,0.028618623,0.214135021,0.815565032,1.43E-04,0.007391699,0.017495556,0.045468701,0
0.00622665,0.177536232,0.004076785,0.030713622,0.262658228,0.789978678,9.29E-05,0.005210542,0.010189481,0.037994394,0
0.00498132,0.088768116,0.001687664,0.018609181,0.324894515,0.799573561,1.17E-04,0.00251439,0.00424923,0.01744005,0
0.00498132,0.076086957,0.001444585,0.016002071,0.224683544,0.771855011,6.66E-05,0.001514693,0.003512119,0.013080037,0
0.00498132,0.048913043,9.24E-04,0.010415406,0.292194093,0.862473348,1.55E-04,0.00118146,0.002493171,0.007785737,0
0.00996264,0.074275362,0.002576639,0.008677953,0.35021097,0.804904051,2.79E-04,0.004180551,0.006547284,0.018685768,0
0.01120797,0.061594203,0.002382176,0.00650474,0.294303797,0.665245203,1.88E-04,0.00330203,0.005051381,0.018374338,0
0.00871731,0.070652174,0.002173822,0.009298073,0.433544304,0.966950959,2.97E-04,0.004271433,0.006568963,0.018374338,0
0.057285181,0.516304348,0.093307683,0.011318583,0.138185654,0.271855011,7.41E-04,0.074280521,0.092160604,0.163500467,1
0.01494396,0.697463768,0.034801995,0.05528005,0.246835443,0.635394456,2.40E-04,0.043320206,0.071413086,0.204297727,0
0.00996264,0.106884058,0.003701749,0.012402396,0.380801688,0.810234542,3.53E-04,0.006543472,0.009474049,0.024914357,0
0.01369863,0.119565217,0.00553526,0.010383748,0.314345992,0.672707889,3.71E-04,0.008300515,0.011923861,0.030520087,0
0.00996264,0.211956522,0.007327101,0.024402553,0.337552743,0.805970149,2.85E-04,0.011754014,0.018687942,0.050763002,0
0.02988792,0.206521739,0.019918603,0.008553184,0.257383966,0.626865672,3.15E-04,0.02556801,0.040346009,0.103394581,0
0.04358655,0.172101449,0.023953718,0.00495351,0.046413502,0.154584222,0.001352442,0.009815208,0.01539262,0.013080037,1
0.00996264,0.057971014,0.002014085,0.006815731,0.293248945,0.834754797,1.64E-04,0.00275674,0.005289858,0.016505761,0
0.00871731,0.192028986,0.005896407,0.024894179,0.35021097,0.850746269,2.26E-04,0.00975462,0.015804535,0.047960137,0
0.00747198,0.329710145,0.008848082,0.048671026,0.224683544,0.641791045,1.78E-04,0.010087852,0.018276027,0.056057303,0
0.00622665,0.06884058,0.001576542,0.012091405,0.264767932,0.721748401,1.17E-04,0.001938806,0.003598838,0.013702896,0
0.00747198,0.206521739,0.005542205,0.030581404,0.233122363,0.684434968,1.45E-04,0.00645259,0.012140658,0.039551542,0
0.00498132,0.157608696,0.003007237,0.032762066,0.329113924,0.760127932,1.35E-04,0.004634959,0.007241035,0.029585799,0
0.00498132,0.047101449,8.89E-04,0.010042961,0.374472574,0.802771855,2.26E-04,0.001454105,0.002233014,0.007785737,0
0.0124533,0.608695652,0.025696943,0.057037987,0.133966245,0.624733475,2.20E-04,0.01990306,0.051922994,0.098723139,0
0.00747198,0.028985507,7.78E-04,0.004510301,0.424050633,0.857142857,4.40E-04,0.001423811,0.002081256,0.004982871,0
0.00498132,0.601449275,0.011515008,0.124010928,0.339662447,0.374200426,0.007196205,0.018661012,0.014763908,0.004982871,1
0.02615193,0.125,0.010646868,0.005912554,0.498945148,0.827292111,0.002127574,0.024265374,0.027815115,0.021488633,0
0.00871731,0.132246377,0.004062895,0.017212515,0.379746835,0.834754797,2.30E-04,0.007179643,0.010688115,0.035191529,0
0.00747198,0.344202899,0.009237009,0.050799545,0.268987342,0.731343284,1.33E-04,0.012238716,0.021527989,0.076611647,0
0.00871731,0.121376812,0.003729529,0.015815849,0.299578059,0.859275053,1.84E-04,0.005331718,0.010081082,0.029585799,0
0.00871731,0.123188406,0.00378509,0.016048626,0.274261603,0.831556503,1.84E-04,0.004998485,0.009929324,0.027717222,0
0.01120797,0.22826087,0.008771686,0.02363718,0.35443038,0.784648188,2.73E-04,0.014722811,0.021831505,0.065088757,0
0.00996264,0.163043478,0.005639437,0.018815888,0.19092827,0.775053305,1.43E-04,0.005574068,0.013853358,0.03456867,0
