'att3','att4','att5','att6','att7','att8','att9','att10','att11','att12','att13','att14','att15','att16','att17','att18','att19','att20','att21','att22','att23','att24','att25','att26','att27','att28','att29','att30','att31','att32',outlier
0.360499227,0.340248963,0.33992792,0.236538977,0.242033041,0.151975892,0.070131451,0.069472033,0.245395128,0.089977221,0.117323168,0.087782885,0.087151554,0.100261111,0.056090143,0.131236318,0.044949495,0.110399697,0.072244371,0.037353344,0.294047619,0.350806452,0.261501481,0.177348465,0.200417214,0.267288174,0.124920128,0.209940705,0.289940828,0.159867223,0
0.321030455,0.4593361,0.30457787,0.201392982,0.549517017,0.193514143,0.076338851,0.138264506,0.879382056,0.20546697,0.261499365,0.212561881,0.225995941,0.191239798,0.264446328,0.088028575,0.049217172,0.218412578,0.384642052,0.022048561,0.247222222,0.40625,0.225893007,0.141531094,0.452213552,0.143388878,0.064792332,0.219602372,0.602810651,0.097869151,0
0.066030188,0.456016598,0.072693812,0.032360032,0.373927959,0.380521882,0.321567673,0.113329848,0.690433749,0.700683371,0.069462092,0.354004597,0.05190644,0.023294919,0.534327168,0.498406114,0.195782828,0.193597272,0.260992662,0.376062352,0.046111111,0.594758065,0.04287551,0.021188664,0.70949548,0.695679895,0.429792332,0.274816882,0.649408284,1,0
0.146674489,0.233609959,0.153285791,0.083953924,0.492642412,0.481199918,1,0.410716153,0.884135472,0.936446469,0.603981364,0.509149576,0.354159991,0.294248725,0.461534626,0.898797865,1,1,0.499239229,1,0.122619048,0.251008065,0.115322265,0.06405799,0.44835046,0.430649136,0.656230032,0.54795954,0.570266272,0.756933291,0
0.222358526,0.139834025,0.207652787,0.12772569,0.405434684,0.10872543,0.048247322,0.093361213,0.45751634,0.209567198,0.096230411,0.093109088,0.071771868,0.059317284,0.364261854,0.064648385,0.03020202,0.155938625,0.276208085,0.025019692,0.161111111,0.143817204,0.144446308,0.083836263,0.486208761,0.107563199,0.056837061,0.192047436,0.478180473,0.133954385,0
0.329030882,0.233609959,0.318380492,0.211840343,0.372032139,0.224642148,0.226217137,0.182070047,0.452762923,0.232801822,0.135112241,0.095584335,0.113425184,0.109283791,0.342573665,0.17204363,0.076944444,0.180640273,0.349588798,0.089279051,0.271428571,0.284946237,0.264184695,0.161407767,0.592057483,0.341731144,0.240335463,0.339100105,0.844304734,0.333226255,0
0.281028322,0.341493776,0.264396902,0.16972944,0.306129819,0.162351894,0.094571568,0.121850497,0.540701129,0.237585421,0.091910208,0.13748674,0.077646054,0.066357708,0.189709328,0.128355801,0.050353535,0.150104186,0.162766511,0.054903749,0.224603175,0.443548387,0.202303091,0.124311204,0.390404079,0.261084593,0.155191693,0.286396931,0.572115385,0.279580255,0
0.525841378,0.404564315,0.495437466,0.394695955,0.196984743,0.180980755,0.125365141,0.144851019,0.465834819,0.018906606,0.311224058,0.375663013,0.290718787,0.272102148,0.086254176,0.233878711,0.077171717,0.210267096,0.109031028,0.021564888,0.408333333,0.539314516,0.390687014,0.277748622,0.12802287,0.247643501,0.150319489,0.294244855,0.355399408,0.048292108,0
0.270894448,0.125726141,0.253431485,0.163461023,0.365441907,0.113108691,0.048003895,0.102613696,0.314913844,0.164464692,0.059889877,0.081395863,0.044216597,0.044074423,0.190207907,0.072368168,0.021065657,0.118829324,0.098438012,0.056492959,0.206746032,0.214717742,0.188216222,0.11401207,0.435215947,0.165273733,0.068977636,0.245029648,0.350591716,0.254524039,0
0.209024481,0.134854772,0.190936278,0.119635682,0.203304144,0.060954729,0.007521908,0.034438055,0.226975639,0.127107062,0.144260906,0.088666902,0.112250347,0.080233496,0.220820661,0.037273879,0.004633838,0.067740102,0.131565263,0.061156945,0.175793651,0.20766129,0.154620158,0.093413802,0.354863633,0.095897021,0.014808307,0.137879316,0.433431953,0.231716458,0
0.254360233,0.434439834,0.247757074,0.148031074,0.507989528,0.324361345,0.16657741,0.195399895,0.554367201,0.288838269,0.330622618,0.294554455,0.338459895,0.215573692,0.384903026,0.209298306,0.105227273,0.218223148,0.470541785,0.143934055,0.213888889,0.476814516,0.215216055,0.117652847,0.499343274,0.279006048,0.156230032,0.275863272,0.592455621,0.264053967,0
0.285828578,0.519087137,0.276512537,0.171979641,0.438476122,0.281213616,0.130720545,0.147516989,0.291740939,0.358997722,0.155357899,0.286377298,0.127950443,0.10080794,0.479982051,0.283231555,0.078914141,0.215002841,0.178174534,0.153849343,0.224206349,0.559811828,0.206551512,0.120637628,0.571969404,0.355861522,0.134824281,0.285803976,0.259615385,0.381304208,0
0.426102725,0.417012448,0.396518672,0.292901152,0.285095242,0.116909801,0.047395326,0.101359122,0.270350564,0.018451025,0.061414655,0.155763791,0.056498985,0.067246305,0.095777035,0.055027461,0.020878788,0.121841258,0.186841548,0.021599436,0.319444444,0.463709677,0.290066521,0.195781947,0.257513714,0.12520894,0.061900958,0.200697593,0.399408284,0.060391905,0
0.203690864,0,0.191549728,0.11470667,0.39099034,0.130059585,0.06161149,0.088761108,0.190730838,0.276765376,0.05192715,0.010210396,0.039410445,0.03197583,0.303933789,0.072627415,0.027752525,0.101231294,0.057799349,0.042328262,0.145634921,0,0.129968137,0.07504592,0.55960751,0.169581775,0.083626198,0.160551099,0.193786982,0.233215548,0
0.426102725,0.300414938,0.402039721,0.290597375,0.414552677,0.203650435,0.063339825,0.197647674,0.427807487,0.105922551,0.13536637,0.189356436,0.121328634,0.119468482,0.167871566,0.109920498,0.018373737,0.171869672,0.076288977,0.028025372,0.324603175,0.368951613,0.302923584,0.199586723,0.389631461,0.235064018,0.053099042,0.295953959,0.309911243,0.097119606,0
0.284761854,0.11120332,0.268844414,0.171765336,0.452920466,0.172693651,0.097054528,0.193413487,0.534165181,0.175398633,0.105463787,0.067494696,0.097511481,0.072646243,0.315700254,0.091677229,0.0425,0.235082402,0.186841548,0.046750411,0.221031746,0.121639785,0.204371401,0.119358436,0.520203971,0.17113267,0.099201278,0.327554935,0.466346154,0.133847307,0
0.218624993,0.20746888,0.202591826,0.122796678,0.433059493,0.130299295,0.057521908,0.135023523,0.300653595,0.338041002,0.081152054,0.319306931,0.066218092,0.083924592,0.660467667,0.18202942,0.036691919,0.299867399,0.409872691,0.134398795,0.135714286,0.161290323,0.120744592,0.069305956,0.389631461,0.094966483,0.031453674,0.150191838,0.124260355,0.191883499,0
0.196223799,0.225726141,0.18173453,0.110420573,0.318588065,0.080953359,0,0,0.515745692,0.179954442,0.185853452,0.34582744,0.149311118,0.103747146,0.349005335,0.076026424,0,0,0.445118545,0.00370355,0.143253968,0.241263441,0.127396724,0.073176332,0.281464884,0.069997071,0,0,0.423076923,0.068851055,0
0.090138141,0.196680498,0.081512154,0.04484329,0.34982396,0.080063009,0,0,0.393345217,0.350569476,0.092249047,0.094390912,0.072412688,0.031155587,0.371890113,0.055257902,0,0,0.338417981,0.086515208,0.052857143,0.168682796,0.044440718,0.024271845,0.347910067,0.074580827,0,0,0.37943787,0.249170147,0
0.155901648,0.346473029,0.159573652,0.085132601,0.400469441,0.376755017,0.318159688,0.194249869,0.361853832,0.667653759,0.27073274,0.420084866,0.253658016,0.141341645,0.555766067,0.824096478,0.302272727,0.465997348,0.563567728,0.588187333,0.132142857,0.415658602,0.126670021,0.06723957,0.455304025,0.461322397,0.278434505,0.345657482,0.387573964,0.65306778,0
0.321563817,0.519087137,0.293075684,0.205143316,0.089193825,0,0.003882668,0.009681129,0.199049317,0.011161731,0.052181279,0.172781117,0.036740361,0.05152497,0.085007728,0,0.004027778,0.035082402,0.126942855,0.002539281,0.240873016,0.571236559,0.211135335,0.138939911,0.077879935,0.012114215,0.006371406,0.032295082,0.269600592,0.034479066,0
0.310896581,0.139004149,0.287554635,0.195713903,0.313803376,0.062872406,0.022378286,0.069524307,0.241235888,0.21594533,0.150275307,0.139166372,0.109046246,0.102448427,0.34008077,0.039482275,0.015606061,0.140329608,0.021397893,0.084856902,0.226190476,0.138776882,0.202862094,0.126443191,0.347910067,0.046802571,0.022028754,0.139169864,0.080251479,0.192525966,0
0.236225932,0.216182573,0.228049996,0.138494508,0.342692065,0.212896377,0.150462512,0.123418714,0.063576946,0.235079727,0.188818297,0.165266973,0.122289864,0.109147083,0.281348158,0.33632907,0.149368687,0.324303845,0.233258219,0.134364247,0.176190476,0.190860215,0.160489686,0.092495408,0.316232713,0.230411332,0.131629393,0.219602372,0.090606509,0.204090374,0
0.165288815,0.22406639,0.153132428,0.093222609,0.361469712,0.094411342,0.003887537,0.012566649,0.382055853,0.196583144,0.265141889,0.200627652,0.20538289,0.134164514,0.632048661,0.093597573,0.004032828,0.045538928,0.30509813,0.088968119,0.156349206,0.307795699,0.139638884,0.082589871,0.625280074,0.128569213,0.005527157,0.036344611,0.505547337,0.233001392,0
0.252226785,0.310373444,0.236868338,0.148298955,0.407240227,0.143928498,0.092721519,0.169315212,0.270944742,0.207289294,0.113172385,0.08957302,0.105201324,0.075585449,0.258862243,0.061950301,0.049949495,0.224474332,0.18164134,0.026816191,0.201587302,0.314852151,0.190116832,0.110305694,0.47230163,0.132187968,0.121485623,0.38332752,0.37204142,0.168754685,0
0.257560403,0.318672199,0.241392531,0.15290651,0.433962264,0.124101089,0.057278481,0.08118139,0.390968509,0.135535308,0.063024142,0.346048444,0.027128057,0.052413567,0.305030663,0.062641625,0.039292929,0.118204205,0.420850908,0.03776792,0.184126984,0.485887097,0.163005199,0.099809761,0.497798038,0.125295101,0.070311502,0.150191838,0.604289941,0.112967127,0
0.28369513,0.256846473,0.268691051,0.171551031,0.254310734,0.182008082,0.093573515,0.086461056,0.360665478,0.065831435,0.107327404,0.105043317,0.099327139,0.078729716,0.213541407,0.190766985,0.053459596,0.121860201,0.206294178,0.028681785,0.215079365,0.25436828,0.202582593,0.118571241,0.296917253,0.237304199,0.113658147,0.167945588,0.338757396,0.084056109,0
0.308763134,0.485477178,0.293152366,0.194963836,0.314706148,0.159680844,0.075754625,0.149712493,0.376708259,0.251025057,0.524862346,0.306709689,0.465769518,0.320223106,0.142493892,0.150247724,0.054949495,0.332828187,0.465919378,0.172056161,0.230952381,0.385752688,0.215942758,0.129329572,0.175461639,0.107683824,0.041421725,0.166480642,0.226701183,0.144555092,0
0.146087791,0.353112033,0.129898014,0.077471203,0.152297553,0.013903157,0,0,0.352346999,0.287471526,0.205336722,1,0.157321371,0.101764891,0,0.043054115,0,0,0.547967104,0.027403507,0.080873016,0.296034946,0.066185924,0.038900551,0,0,0,0,0.126849112,0.111146804,0
0.316230199,0.274688797,0.297063109,0.199785695,0.24176221,0.11738922,0.094279455,0.124255097,0.456922163,0.109794989,0.070055061,0.121198727,0.078607284,0.061162832,0.178740589,0.130756232,0.058611111,0.159499905,0.173166927,0.043433799,0.236111111,0.335349462,0.225837107,0.136250328,0.297689871,0.212489876,0.140894569,0.287234043,0.539201183,0.152907164,0
0.279961598,0.408713693,0.266467295,0.170104474,0.390268123,0.210567769,0.101923077,0.21468897,0.546048723,0.188610478,0.204913172,0.213445898,0.165652035,0.139701158,0.289225707,0.149191535,0.035378788,0.215949991,0.105756823,0.084407777,0.258333333,0.54905914,0.233327743,0.148648649,0.554199181,0.304854302,0.109984026,0.376700384,0.407544379,0.284077524,0
0.292762281,0.368879668,0.286021011,0.181301902,0.424483163,0.295938634,0.194863681,0.19973863,0.513963161,0.270615034,0.241084286,0.151122702,0.185837872,0.160549016,0.261255422,0.161865806,0.068207071,0.196438719,0.159492306,0.092975692,0.279365079,0.42405914,0.25512885,0.161604566,0.551881326,0.36275439,0.213338658,0.354028601,0.535502959,0.345754363,0
0.154408235,0.313692946,0.146691205,0.081382266,0.507989528,0.181288953,0.042745862,0.102038683,0.519310755,0.250569476,0.086573486,0.216981966,0.081170565,0.037785889,0.399162387,0.098302416,0.020138889,0.142583823,0.241925233,0.054489173,0.098809524,0.376344086,0.093185757,0.048018893,0.543382523,0.167858558,0.049624601,0.194907569,0.526257396,0.199057715,0
0.326897435,0.532365145,0.331492984,0.206750603,0.429448407,0.441476611,0.211903603,0.266701516,0.469399881,0.48405467,0.069123253,0.124226485,0.078393677,0.056651492,0.176397268,0.270365249,0.063787879,0.157302519,0.300475723,0.114119094,0.262698413,0.57594086,0.274302644,0.148943847,0.492389709,0.711533491,0.252555911,0.39274503,0.947485207,0.560980833,0
0.442103579,0.132780083,0.416992562,0.311813555,0.263519003,0.146976235,0.143427459,0.165028751,0.177658942,0.077676538,0.086319356,5.75E-04,0.082024992,0.090213127,0.128533679,0.097054192,0.046489899,0.139666604,0,0.02629797,0.375,0.131048387,0.353792834,0.245178431,0.394267171,0.329668625,0.23658147,0.361004534,0.278846154,0.209123032,0
0.259160489,0.382987552,0.243232881,0.152424324,0.32571996,0.169919869,0.064970789,0.072817564,0.281045752,0.198633257,0.093773825,0.111607143,0.073373919,0.07052728,0.189659471,0.14419864,0.051641414,0.127808297,0.127520656,0.070035792,0.213095238,0.435819892,0.194588853,0.118440042,0.439079039,0.276938188,0.117492013,0.241123125,0.358357988,0.264696434,0
0.261827297,0.358506224,0.257112185,0.154674525,0.370136318,0.328813095,0.161538462,0.164244642,0.538918598,0.257175399,0.156543837,0.265823904,0.142048489,0.100192757,0.356932742,0.380881054,0.150151515,0.338132222,0.354211205,0.134053315,0.211111111,0.50672043,0.20006708,0.113487274,0.535656339,0.477865279,0.224121406,0.396930589,0.67714497,0.304529393,0
0.171689157,0.322406639,0.163024308,0.095204929,0.251963528,0.135915348,0.140555015,0.055985363,0.537136067,0.257403189,0.207708598,0.345164427,0.212538716,0.109283791,0.147928404,0.277950609,0.145808081,0.202879333,0.309335336,0.128456532,0.140873016,0.418346774,0.139694785,0.071667541,0.186201035,0.193706812,0.153753994,0.124555284,0.481508876,0.244994111,0
0.355698971,0.143153527,0.33808757,0.227913207,0.395684752,0.231936169,0.094644596,0.133978045,0.178253119,0.264009112,0.08360864,0.016221711,0.06771334,0.072441182,0.12065613,0.14112609,0.041717172,0.126141315,0.080333584,0.063575308,0.294047619,0.145497312,0.27558835,0.170886906,0.463030209,0.379297272,0.140495208,0.280990582,0.301035503,0.342327872,0
0.350898715,0.173858921,0.343531938,0.223841414,0.473684211,0.341825902,0.191333982,0.232671197,0.535947712,0.254669704,0.123168149,0.030476485,0.133931432,0.097253551,0.206312011,0.20056074,0.064242424,0.158363326,0.171048323,0.0698976,0.279761905,0.171706989,0.283358488,0.164458147,0.513250406,0.417897331,0.205830671,0.317056156,0.554363905,0.284398758,0
0.170622433,0.324481328,0.163561077,0.090865256,0.482711926,0.224779125,0.043037975,0.100104548,0.505050505,0.392482916,0.114527742,0.189356436,0.094414183,0.056378078,0.308421,0.112801014,0.021550505,0.144421292,0.324165559,0.099021599,0.128571429,0.363575269,0.12035329,0.0624508,0.536428958,0.201116645,0.052492013,0.194454133,0.55066568,0.350787022,0
0.335431223,0.303319502,0.312552718,0.215858559,0.287261894,0.104650366,0.086514119,0.128384736,0.2590612,0.111389522,0.153494282,0.117242751,0.137455944,0.122202628,0.215336292,0.084379921,0.057045455,0.171566585,0.101712217,0.055318326,0.286111111,0.389112903,0.270725027,0.171739701,0.435988565,0.178887147,0.142651757,0.337565399,0.347633136,0.225077631,0
0.392500933,0.156016598,0.373590982,0.266648808,0.419156811,0.194712691,0.139337877,0.240616832,0.603089721,0.059908884,0.347734011,0.099871818,0.321050945,0.283585558,0.268036097,0.115489496,0.05959596,0.243606744,0.252710849,0.019630198,0.350793651,0.163978495,0.335345743,0.225662556,0.452213552,0.215763988,0.130351438,0.37914196,0.553254438,0.058999893,0
0.184489839,0.238589212,0.175063262,0.099705331,0.475489754,0.198068625,0.016170886,0.063565081,0.432560903,0.288154897,0.067598475,0.119894802,0.048168322,0.034573268,0.239317944,0.055776395,0.007113636,0.094184505,0.105564223,0.066546439,0.142460317,0.261424731,0.128906032,0.068945159,0.486208761,0.151660319,0.021078275,0.155702825,0.387943787,0.29424992,0
0.427702811,0.2406639,0.411471513,0.289847308,0.280581385,0.308951442,0.158349562,0.1975954,0.48781937,0.164464692,0.101905972,0.030144979,0.162234327,0.089392883,0.119958119,0.286304106,0.092020202,0.218791438,0.08418559,0.07977834,0.336507937,0.244959677,0.356587847,0.204342692,0.327821989,0.577984181,0.27172524,0.480990582,0.513313609,0.304208159,0
0.300762707,0.591701245,0.288014723,0.189070453,0.238331678,0.191459489,0.132375852,0.106429692,0.269756387,0.189977221,0.113002965,0.155984795,0.073480722,0.080028435,0.17230892,0.198640396,0.076161616,0.164633453,0.079177982,0.086791592,0.248809524,0.648185484,0.225054503,0.143925479,0.398130263,0.548172528,0.312380192,0.411580049,0.465976331,0.435164364,0
0.231425676,0.720746888,0.214477417,0.135119207,0.146248984,0.064207931,0.039751704,0.016335599,0.480689245,0.100911162,0.008047438,0.11768476,0.032254619,0.01232416,0.096724336,0.136517264,0.041237374,0.059196818,0.112305233,0.039978995,0.16468254,0.730174731,0.164402706,0.087608239,0.161168199,0.199738071,0.086980831,0.072654343,0.474482249,0.167683906,0
0.226092058,1,0.207039337,0.130350924,0.227227589,0.05602356,0.012091042,0.033633037,0.466428996,0.146469248,0.095213892,0.28438826,0.07818007,0.059180577,0.131924017,0.043793448,0.008138889,0.064766054,0.185300745,0.056631151,0.175793651,1,0.156688468,0.093709,0.222282315,0.071616894,0.018514377,0.104708755,0.497411243,0.191241032,0
0.137927356,0.257261411,0.12591059,0.072917225,0.28897716,0.07359085,0.040214216,0.087140617,0.291740939,0.277448747,0.087844134,0.103849894,0.048915946,0.039904852,0.494939423,0.07823482,0.029949495,0.182288312,0.275245084,0.091386482,0.102380952,0.239919355,0.08569512,0.049429284,0.612145561,0.116937499,0.057196486,0.251900942,0.44045858,0.284505836,0
0.375966718,0.478838174,0.352733686,0.246397,0.343685113,0.171460859,0.035589094,0.099111343,0.271538919,0.148063781,0.124862346,0.252563649,0.097191071,0.104362329,0.282993469,0.111168721,0.018439394,0.190187536,0.059532752,0.070139436,0.293650794,0.613575269,0.267538711,0.173937287,0.444487368,0.213696128,0.049768371,0.277746774,0.24408284,0.224435164,0
0.386100592,0.752697095,0.373897707,0.257380123,0.267220367,0.289432231,0.268500487,0.230423419,0.167557932,0.215034169,0.189665396,0.434008133,0.143970949,0.158293346,0.229047215,0.251545877,0.097222222,0.191513544,0.044509929,0.093079336,0.31031746,0.958333333,0.291184527,0.189845185,0.285327977,0.371025831,0.244728435,0.286675968,0.119822485,0.243602099,0
0.355165609,0.24439834,0.334253508,0.231342084,0.375552948,0.160673926,0.114532619,0.195033978,0.390374332,0.108200456,0.180177891,0.066522277,0.132329382,0.13935939,0.237174054,0.098206399,0.045707071,0.208941087,0.18183394,0.0310656,0.274603175,0.236223118,0.244284197,0.163408554,0.437533802,0.175440713,0.122444089,0.321660272,0.356508876,0.105899989,0
0.290095472,0.221161826,0.267004064,0.178408786,0.240408053,0.049825354,0.025632911,0.057919498,0.288770053,0.129612756,0.003218975,0.069461634,0,0.015065141,0.077379469,0.025713408,0.016396465,0.071263497,0.147551087,0.016071749,0.209126984,0.280577957,0.186930516,0.117488848,0.251332767,0.086970757,0.049864217,0.141332403,0.493713018,0.135132241,0
0.230358952,0.35186722,0.231117246,0.131743906,0.390809786,0.387370728,0.376825706,0.149189754,0.590612002,0.565831435,0.111224058,0.283283239,0.17216704,0.065537465,0.24679663,0.546222683,0.224242424,0.248910779,0.200516169,0.26879068,0.18452381,0.53561828,0.205433507,0.094364996,0.490844472,0.788388965,0.593929712,0.424834322,0.644230769,0.797622872,0
0.361032588,0.58340249,0.343148532,0.239217787,0.250970479,0.166735155,0.114337877,0.122530058,0.423648247,0.055580866,0.273782296,0.153995757,0.221296593,0.22644192,0.131525153,0.234454814,0.085126263,0.190755825,0.316654148,0.075736219,0.280952381,0.481182796,0.266029404,0.170821307,0.173916403,0.201461288,0.108546326,0.212975235,0.405695266,0.085662276,0
0.186623287,0.421161826,0.175830074,0.104045004,0.490836869,0.138106979,0.117599805,0.16048092,0.402257873,0.285876993,0.220584498,0.497657355,0.18797394,0.112222997,0.714314205,0.111456773,0.04709596,0.214623982,0.485757208,0.092077443,0.140873016,0.586021505,0.130079937,0.071372343,0.620644364,0.129775465,0.094329073,0.234949424,0.487056213,0.238462362,0
0.331697691,0.32033195,0.309332106,0.213286901,0.176220998,0.088555578,0.105550146,0.057762676,0.253713607,0.102505695,0.043625582,0.274222065,0.012389191,0.046193386,0.226753752,0.129027922,0.077752525,0.10197007,0.194160359,0.046819507,0.238492063,0.530913978,0.211694337,0.136709525,0.300780345,0.212834519,0.183546326,0.173351936,0.444156805,0.179569547,0
0.315163475,0.182572614,0.315619968,0.197535494,0.315699197,0.394562016,0.334469328,0.208050183,0.318478907,0.27881549,0.077085981,0.017680339,0.174730321,0.06526405,0.188861744,0.515305143,0.206010101,0.259518848,0.060110553,0.230096873,0.256349206,0.190860215,0.305159595,0.148878247,0.41899096,0.960882976,0.617172524,0.544471573,0.396819527,0.670200236,0
0.195690437,0.643568465,0.185721954,0.109027592,0.396677801,0.181357441,0.057911392,0.084422373,0.497326203,0.260592255,0.117069039,0.250353607,0.079034497,0.067246305,0.273021888,0.077754734,0.02729798,0.11829892,0.231910017,0.059567735,0.171428571,0.778561828,0.154117055,0.088723432,0.608282469,0.193879134,0.08985623,0.214021625,0.68158284,0.281186423,0
0.242092912,0.21659751,0.230657158,0.140798286,0.439378893,0.201013629,0.105355404,0.153110298,0.489007724,0.223917995,0.12257518,0.149796676,0.099220335,0.080780325,0.246746772,0.096286054,0.053156566,0.190566395,0.139269274,0.065268162,0.187301587,0.30813172,0.170328135,0.100564156,0.523294445,0.225586325,0.144089457,0.335123823,0.406065089,0.244994111,0
0.241026188,0.362655602,0.226132965,0.141387624,0.36851133,0.138791864,0.064216164,0.108154731,0.459893048,0.170615034,0.238204151,0.106678748,0.205810104,0.137992317,0.232686842,0.08063525,0.031439394,0.173801856,0.257718457,0.019561102,0.2,0.350806452,0.182849796,0.10617292,0.364135054,0.133738864,0.064736422,0.228252529,0.434171598,0.103437199,0
0.193023628,0.38340249,0.195460471,0.108706134,0.399476393,0.326415999,0.155477118,0.138107684,0.51218063,0.297494305,0.287166455,0.184936351,0.285485421,0.138744207,0.287031959,0.322214541,0.08469697,0.258571699,0.491150016,0.083716817,0.156746032,0.366935484,0.155794063,0.078588297,0.387313606,0.386362461,0.153035144,0.276456226,0.508136095,0.221222829,0
0.3524988,0.503319502,0.332566521,0.223680686,0.243116367,0.216457777,0.099123661,0.111970727,0.341651812,0.153530752,0.191867853,0.343838402,0.19587739,0.136420183,0.18562098,0.209394323,0.078257576,0.187895435,0.207257179,0.073041471,0.272619048,0.605510753,0.264128794,0.1562254,0.226608978,0.251089935,0.116054313,0.215870248,0.325443787,0.160938002,0
0.314096752,0.269709544,0.29591289,0.197535494,0.375733502,0.146599548,0.094936709,0.084422373,0.564468212,0.133029613,0.104193139,0.189798444,0.084267863,0.078182887,0.189709328,0.1875024,0.065378788,0.119909074,0.315691146,0.043606539,0.236904762,0.390456989,0.217228464,0.135233535,0.420536197,0.264531027,0.159105431,0.201604465,0.753698225,0.16500696,0
0.198890607,0.443153527,0.197147458,0.107902491,0.501670127,0.375042805,0.205647517,0.149869315,0.361259655,0.382004556,0.176450657,0.24946959,0.157321371,0.095271296,0.358428479,0.437819257,0.185328283,0.330555029,0.341692186,0.231997015,0.149206349,0.443212366,0.145899715,0.073865127,0.481573051,0.392393721,0.202396166,0.29996512,0.384245562,0.340507549,0
0.389834124,0.295020747,0.356644429,0.262041254,0.105263158,0.025237997,0.017648491,0.032671197,0.266191325,0.043507973,0.015840745,0.079473126,0.009281213,0.027122722,0.088697213,0.013999309,0.012186869,0.068346278,0.112112633,0.016797258,0.276984127,0.289986559,0.246128906,0.163802152,0.112029669,0.039754614,0.030878594,0.116253924,0.329881657,0.06413963,0
0.229825591,0.138174274,0.218081435,0.130993839,0.412656857,0.194164783,0.079479065,0.144014637,0.421271539,0.24715262,0.066836086,0.037371818,0.043468974,0.043527594,0.23727377,0.086108231,0.032373737,0.167626444,0.142158279,0.066408247,0.174206349,0.139784946,0.155738163,0.089313828,0.499343274,0.212662198,0.101837061,0.30519707,0.43158284,0.267801692,0
0.147261187,0.247302905,0.135802469,0.078435575,0.340705967,0.094205876,0.026850049,0.073549399,0.606654783,0.256719818,0.132909784,0.23178925,0.106055751,0.065537465,0.602632497,0.080827284,0.021078283,0.179427922,0.16257391,0.116295621,0.111904762,0.297715054,0.098831684,0.055759643,0.58355868,0.114438834,0.032292332,0.179944193,0.471523669,0.284184602,0
0.261827297,0.317427386,0.248523886,0.156496116,0.630766453,0.18053558,0.14432814,0.387036069,0.567439097,0.157175399,0.448708175,0.427157001,0.348606216,0.287345008,0.621578501,0.121346545,0.031994949,0.361810949,0.332062171,0.072799635,0.177380952,0.234206989,0.162390296,0.094200997,0.500115893,0.097172201,0.057132588,0.312033484,0.241863905,0.054823857,0
0.231959038,0.184647303,0.214707461,0.135601393,0.371580753,0.066228341,0.003619766,0.017422896,0.531194296,0.144874715,0.106734435,0.203279703,0.086297127,0.070322219,0.334696116,0.064773207,0.003755051,0.063136958,0.270430076,0.025296077,0.169444444,0.234206989,0.150707138,0.089477827,0.422854052,0.079595389,0.003957668,0.038751308,0.440828402,0.092622336,0
0.3524988,0.337344398,0.325511847,0.229734798,0.24239415,0.072392302,0.048612463,0.064715107,0.304812834,0.076309795,0.124099958,0.178085219,0.098899925,0.105387633,0.101111831,0.0290164,0.026893939,0.095548399,0.075133376,0.007987507,0.300396825,0.47311828,0.271116328,0.181678037,0.261376806,0.084317003,0.084664537,0.180851064,0.284393491,0.079451761,0
0.366366206,0.226970954,0.346599187,0.237824806,0.383948723,0.196904322,0.109031159,0.1939885,0.623885918,0.152164009,0.115544261,0.123607673,0.114600021,0.086180262,0.125741636,0.12633944,0.036792929,0.197575298,0.11057183,0.024121443,0.279761905,0.326612903,0.268097714,0.159013382,0.365680291,0.250056005,0.11629393,0.348552494,0.513683432,0.148945283,0
0.253826871,0.178838174,0.233494364,0.15204929,0.230206735,0.08225464,0.054649464,0.144432828,0.618538324,0.211389522,0.381533249,0.200627652,0.31613799,0.212087657,0.315151817,0.116833737,0.038232323,0.349687441,0.378864043,0.038355237,0.213492063,0.209677419,0.191682039,0.114307268,0.250560148,0.099446847,0.05379393,0.289152424,0.567677515,0.124959846,0
0.315163475,0.248547718,0.3089487,0.199892848,0.23065812,0.261694404,0.271421616,0.177208573,0.221033868,0.170842825,0.152308344,0.227369165,0.169817366,0.112701472,0.234581443,0.358701079,0.200176768,0.336048494,0.177981934,0.096775977,0.236904762,0.257728495,0.233160042,0.134610338,0.21702851,0.352242767,0.267092652,0.354726195,0.160133136,0.17196702,0
0.29862926,0.360580913,0.276359175,0.185105813,0.282567482,0.078008356,0.004527751,0.015284893,0.37849079,0.15261959,0.135874629,0.21875,0.102958453,0.106959767,0.232836416,0.055267504,0.00469697,0.055389278,0.31145394,0.038700717,0.221031746,0.371639785,0.196489463,0.124278405,0.252105385,0.067119298,0.00445607,0.030596442,0.347263314,0.097440839,0
0.264494106,0.458506224,0.261329653,0.159389231,0.301706238,0.279843846,0.160029211,0.198170413,0.31372549,0.360136674,0.137822956,0.22759017,0.260707038,0.103268671,0.249588672,0.473441641,0.110782828,0.30933889,0.176826332,0.245988972,0.210714286,0.513104839,0.233607245,0.118374442,0.312369621,0.437714325,0.188897764,0.402860133,0.332470414,0.477567191,0
0.315163475,0.141493776,0.29215551,0.199517814,0.152748939,0.061331416,0.055014606,0.061212755,0.164587047,0.090205011,0.035324015,0.024045262,0.038235608,0.040178266,0.150471157,0.107520068,0.041717172,0.111858306,0.128098457,0.040980888,0.225793651,0.11827957,0.206775113,0.128509578,0.193077339,0.150626389,0.094728435,0.187164283,0.274778107,0.149266517,0
